HHID;HV000;HV001;HV002;HV003;HV004;HV005;HV006;HV007;HV008;HV008A;HV009;HV010;HV011;HV012;HV013;HV014;HV015;HV016;HV017;HV018;HV019;HV020;HV021;HV022;HV023;HV024;HV025;HV026;HV027;HV028;HV030;HV031;HV032;HV035;HV040;HV041;HV042;HV044;HV045A;HV045B;HV045C;HV046;HV047;HV048;HV801;HV802;HV803;HV804;HV807D;HV807M;HV807Y;HV807C;HV807A
     497   8;MZ8;   497;     8;  5; 497;  585291;11;2022;1475;44891; 8; 2; 1; 8; 6; 2;1;26;1; 1204;   ;0; 497;  18;  18; 9;2; ;1;  585084; 1200;     ;   ; 2;  45; 2;1;0;  2;  3;  3;0;   12;     ;1253;1329;36;1;26;11;2022;1475;44891
     497  13;MZ8;   497;    13;  2; 497;  585291;11;2022;1475;44891; 8; 2; 0; 8; 8; 1;1;26;1; 1203;   ;0; 497;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 1;  45; 2;1;1;  2;  3;  3;0;   12;     ;1339;1403;24;1;28;11;2022;1475;44893
     497  17;MZ8;   497;    17;  1; 497;  585291;11;2022;1475;44892; 4; 1; 1; 4; 4; 1;1;27;1; 1201;   ;0; 497;  18;  18; 9;2; ;1;  585084; 1200;     ;   ; 0;  45; 0;0;1;  2;  3;  3;0;   12;     ;1629;1652;23; ;  ;  ;    ;    ;     
     497  21;MZ8;   497;    21;  1; 497;  585291;11;2022;1475;44892; 4; 1; 0; 4; 4; 1;1;27;1; 1203;   ;0; 497;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  45; 0;0;1;  2;  3;  3;0;   12;     ;1710;1721;11; ;  ;  ;    ;    ;     
     497  25;MZ8;   497;    25;  1; 497;  585291;11;2022;1475;44892; 5; 0; 2; 5; 5; 1;1;27;1; 1204;   ;0; 497;  18;  18; 9;2; ;1;  585084; 1200;     ;   ; 0;  45; 0;0;1;  2;  3;  3;0;   12;     ;1303;1341;38; ;  ;  ;    ;    ;     
     497  29;MZ8;   497;    29;  2; 497;  585291;11;2022;1475;44891; 7; 2; 0; 7; 6; 1;1;26;1; 1202;   ;0; 497;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 1;  45; 2;1;1;  2;  3;  3;0;   12;     ;1521;1550;29;1;26;11;2022;1475;44891
     497  33;MZ8;   497;    33;  1; 497;  585291;11;2022;1475;44891; 1; 0; 0; 1; 1; 0;1;26;1; 1203;   ;0; 497;  18;  18; 9;2; ;1;  585084; 1200;     ;   ; 0;  45; 0;0;0;  2;  3;  3;0;   12;     ;1253;1308;15; ;  ;  ;    ;    ;     
     497  37;MZ8;   497;    37;  2; 497;  585291;11;2022;1475;44892; 5; 2; 0; 5; 5; 1;1;27;1; 1201;   ;0; 497;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 1;  45; 2;1;1;  2;  3;  3;0;   12;     ;1200;1217;17;1;27;11;2022;1475;44892
     497  41;MZ8;   497;    41;  1; 497;  585291;11;2022;1475;44893; 1; 1; 0; 1; 1; 0;1;28;2; 1202;   ;0; 497;  18;  18; 9;2; ;1;  585084; 1200;     ;   ; 0;  45; 1;1;0;  2;  2;  2;0;   12;     ;1247;1259;96;1;28;11;2022;1475;44893
     497  45;MZ8;   497;    45;  2; 497;  585291;11;2022;1475;44893; 6; 1; 0; 6; 6; 2;1;28;1; 1201;   ;0; 497;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  45; 0;0;1;  2;  3;  3;0;   12;     ;1124;1147;23; ;  ;  ;    ;    ;     
     497  49;MZ8;   497;    49;  1; 497;  585291;11;2022;1475;44891; 3; 0; 1; 3; 3; 0;1;26;1; 1203;   ;0; 497;  18;  18; 9;2; ;1;  585084; 1200;     ;   ; 0;  45; 0;1;1;  2;  3;  3;0;   12;     ;1547;1604;17; ;  ;  ;    ;    ;     
     497  53;MZ8;   497;    53;  1; 497;  585291;11;2022;1475;44892; 6; 1; 0; 6; 6; 0;1;27;1; 1201;   ;0; 497;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  45; 0;0;1;  2;  3;  3;0;   12;     ;1337;1359;22; ;  ;  ;    ;    ;     
     497  57;MZ8;   497;    57;  2; 497;  585291;11;2022;1475;44891;12; 3; 1;12;11; 4;1;26;1; 1201;   ;0; 497;  18;  18; 9;2; ;1;  585084; 1200;     ;   ; 4;  45; 3;1;1;  2;  3;  3;0;   12;     ;1606;1633;27;2;27;11;2022;1475;44892
     497  61;MZ8;   497;    61;  1; 497;  585291;11;2022;1475;44891; 2; 1; 0; 2; 2; 1;1;26;1; 1203;   ;0; 497;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 1;  45; 1;1;1;  2;  3;  3;0;   12;     ;1623;1636;13;1;28;11;2022;1475;44893
     497  66;MZ8;   497;    66;  1; 497;  585291;11;2022;1475;44891; 5; 2; 0; 5; 5; 2;1;26;1; 1204;   ;0; 497;  18;  18; 9;2; ;1;  585084; 1200;     ;   ; 2;  45; 2;1;0;  2;  3;  3;0;   12;     ;1644;1705;21;2;27;11;2022;1475;44892
     497  70;MZ8;   497;    70;  1; 497;  585291;11;2022;1475;44891; 3; 1; 0; 3; 3; 1;1;26;1; 1202;   ;0; 497;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  45; 0;0;1;  2;  3;  3;0;   12;     ;1727;1741;14; ;  ;  ;    ;    ;     
     497  74;MZ8;   497;    74;  1; 497;  585291;11;2022;1475;44892; 2; 1; 0; 2; 2; 0;1;27;1; 1204;   ;0; 497;  18;  18; 9;2; ;1;  585084; 1200;     ;   ; 0;  45; 0;0;0;  2;  3;  3;0;   12;     ;1530;1554;24; ;  ;  ;    ;    ;     
     497  78;MZ8;   497;    78;  1; 497;  585291;11;2022;1475;44891; 7; 2; 0; 6; 7; 2;1;26;1; 1201;   ;0; 497;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 2;  45; 2;1;1;  2;  3;  3;0;   12;     ;1402;1424;22;1;26;11;2022;1475;44891
     497  82;MZ8;   497;    82;  2; 497;  585291;11;2022;1475;44892; 3; 1; 0; 3; 2; 0;1;27;1; 1202;   ;0; 497;  18;  18; 9;2; ;1;  585084; 1200;     ;   ; 0;  45; 0;0;0;  2;  3;  3;0;   12;     ;1559;1613;14; ;  ;  ;    ;    ;     
     497  86;MZ8;   497;    86;  2; 497;  585291;11;2022;1475;44892; 4; 0; 0; 4; 4; 1;1;27;1; 1203;   ;0; 497;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  45; 0;0;0;  2;  3;  3;0;   12;     ;1410;1426;16; ;  ;  ;    ;    ;     
     497  90;MZ8;   497;    90;  1; 497;  585291;11;2022;1475;44891; 2; 1; 1; 2; 2; 0;1;26;1; 1204;   ;0; 497;  18;  18; 9;2; ;1;  585084; 1200;     ;   ; 0;  45; 1;1;1;  2;  3;  3;0;   12;     ;1514;1538;24;1;28;11;2022;1475;44893
     497  94;MZ8;   497;    94;  1; 497;  585291;11;2022;1475;44891; 1; 0; 0; 1; 1; 0;1;26;1; 1202;   ;0; 497;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  45; 0;1;0;  2;  3;  3;0;   12;     ;1316;1338;22; ;  ;  ;    ;    ;     
     497  98;MZ8;   497;    98;  2; 497;  585291;11;2022;1475;44892; 6; 1; 0; 6; 6; 2;1;27;2; 1204;   ;0; 497;  18;  18; 9;2; ;1;  585084; 1200;     ;   ; 0;  45; 0;0;0;  2;  3;  3;0;   12;     ;1216;1237;96; ;  ;  ;    ;    ;     
     497 102;MZ8;   497;   102;  2; 497;  585291;11;2022;1475;44891; 5; 1; 0; 5; 5; 1;1;26;1; 1201;   ;0; 497;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  45; 0;0;1;  2;  3;  3;0;   12;     ;1238;1257;19; ;  ;  ;    ;    ;     
     497 106;MZ8;   497;   106;  1; 497;  585291;11;2022;1475;44892; 4; 1; 0; 4; 4; 2;1;27;1; 1203;   ;0; 497;  18;  18; 9;2; ;1;  585084; 1200;     ;   ; 0;  45; 0;0;0;  2;  3;  3;0;   12;     ;1205;1223;18; ;  ;  ;    ;    ;     
     498   2;MZ8;   498;     2;  1; 498;  428960; 8;2022;1472;44801; 2; 0; 0; 2; 2; 0;1;28;1; 1203;   ;0; 498;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  65; 0;0;0;  2;  3;  3;0;   12;     ;1129;1148;19; ;  ;  ;    ;    ;     
     498   5;MZ8;   498;     5;  0; 498;       0; 8;2022;1472;44804; 0; 0; 0; 0; 0; 0;3;31;3; 1204;   ;0; 498;  18;  18; 9;2; ;1;       0; 1200;     ;   ; 0;  65; 0;0;0;   ;   ;   ; ;   12;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     498   8;MZ8;   498;     8;  1; 498;  428960; 8;2022;1472;44801; 1; 0; 0; 1; 1; 0;1;28;1; 1203;   ;0; 498;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  65; 0;1;0;  2;  3;  3;0;   12;     ;1205;1219;14; ;  ;  ;    ;    ;     
     498  10;MZ8;   498;    10;  1; 498;  428960; 8;2022;1472;44802; 1; 0; 0; 1; 0; 0;1;29;1; 1204;   ;0; 498;  18;  18; 9;2; ;1;  428808; 1200;     ;   ; 0;  65; 0;0;0;  2;  3;  3;0;   12;     ;1540;1602;22; ;  ;  ;    ;    ;     
     498  13;MZ8;   498;    13;  2; 498;  428960; 8;2022;1472;44804; 6; 1; 0; 6; 5; 2;1;31;3; 1201;   ;0; 498;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  65; 0;0;1;  2;  3;  3;0;   12;     ;1055;1126;96; ;  ;  ;    ;    ;     
     498  15;MZ8;   498;    15;  1; 498;  428960; 8;2022;1472;44803;10; 0; 3;10;10; 1;1;30;1; 1204;   ;0; 498;  18;  18; 9;2; ;1;  428808; 1200;     ;   ; 0;  65; 0;1;1;  2;  3;  3;0;   12;     ; 934;1008;34;1;31; 8;2022;1472;44804
     498  18;MZ8;   498;    18;  1; 498;  428960; 8;2022;1472;44801;10; 0; 0;10;10; 2;1;28;1; 1202;   ;0; 498;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  65; 0;0;0;  2;  3;  3;0;   12;     ;1136;1209;33; ;  ;  ;    ;    ;     
     498  20;MZ8;   498;    20;  1; 498;  428960; 8;2022;1472;44802; 7; 1; 1; 7; 7; 1;1;29;1; 1203;   ;0; 498;  18;  18; 9;2; ;1;  428808; 1200;     ;   ; 0;  65; 0;0;1;  2;  3;  3;0;   12;     ;1549;1608;19; ;  ;  ;    ;    ;     
     498  23;MZ8;   498;    23;  1; 498;  428960; 8;2022;1472;44802; 5; 1; 0; 5; 5; 2;1;29;1; 1203;   ;0; 498;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 2;  65; 1;1;1;  2;  3;  3;0;   12;     ;1253;1316;23;1;31; 8;2022;1472;44804
     498  26;MZ8;   498;    26;  1; 498;  428960; 8;2022;1472;44802; 6; 1; 1; 6; 6; 2;1;29;1; 1203;   ;0; 498;  18;  18; 9;2; ;1;  428808; 1200;     ;   ; 0;  65; 0;0;1;  2;  3;  3;0;   12;     ;1513;1531;18; ;  ;  ;    ;    ;     
     498  28;MZ8;   498;    28;  1; 498;  428960; 8;2022;1472;44802; 5; 1; 0; 5; 5; 1;1;29;1; 1201;   ;0; 498;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 1;  65; 1;1;1;  2;  3;  3;0;   12;     ;1255;1320;25;1;29; 8;2022;1472;44802
     498  31;MZ8;   498;    31;  2; 498;  428960; 8;2022;1472;44802; 7; 1; 1; 7; 7; 2;1;29;1; 1204;   ;0; 498;  18;  18; 9;2; ;1;  428808; 1200;     ;   ; 2;  65; 1;1;1;  2;  3;  3;0;   12;     ; 809; 841;32;1;29; 8;2022;1472;44802
     498  33;MZ8;   498;    33;  2; 498;  428960; 8;2022;1472;44803; 7; 2; 0; 7; 5; 0;1;30;1; 1203;   ;0; 498;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  65; 0;0;1;  2;  3;  3;0;   12;     ;1234;1305;31; ;  ;  ;    ;    ;     
     498  36;MZ8;   498;    36;  1; 498;  428960; 8;2022;1472;44802; 1; 0; 0; 1; 1; 0;1;29;1; 1202;   ;0; 498;  18;  18; 9;2; ;1;  428808; 1200;     ;   ; 0;  65; 0;0;0;  2;  3;  3;0;   12;     ;1308;1320;12; ;  ;  ;    ;    ;     
     498  38;MZ8;   498;    38;  1; 498;  428960; 8;2022;1472;44802;10; 2; 0;10;10; 2;1;29;1; 1202;   ;0; 498;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  65; 0;0;1;  2;  3;  3;0;   12;     ;1337;1420;43; ;  ;  ;    ;    ;     
     498  41;MZ8;   498;    41;  1; 498;  428960; 8;2022;1472;44801; 6; 1; 1; 5; 5; 1;1;28;1; 1204;   ;0; 498;  18;  18; 9;2; ;1;  428808; 1200;     ;   ; 1;  65; 1;1;1;  2;  3;  3;0;   12;     ;1705;1727;22;1;28; 8;2022;1472;44801
     498  44;MZ8;   498;    44;  1; 498;  428960; 8;2022;1472;44802; 1; 0; 0; 1; 1; 0;1;29;1; 1201;   ;0; 498;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  65; 0;0;0;  2;  3;  3;0;   12;     ;1718;1744;26; ;  ;  ;    ;    ;     
     498  46;MZ8;   498;    46;  0; 498;       0; 8;2022;1472;44804; 0; 0; 0; 0; 0; 0;7;31;1; 1202;   ;0; 498;  18;  18; 9;2; ;1;       0; 1200;     ;   ; 0;  65; 0;1;0;   ;   ;   ; ;   12;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     498  49;MZ8;   498;    49;  1; 498;  428960; 8;2022;1472;44801; 7; 1; 0; 3; 7; 0;1;28;1; 1204;   ;0; 498;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 2;  65; 1;1;1;  2;  3;  3;0;   12;     ;1309;1359;50;1;28; 8;2022;1472;44801
     498  51;MZ8;   498;    51;  1; 498;  428960; 8;2022;1472;44801; 7; 1; 0; 7; 5; 1;1;28;1; 1201;   ;0; 498;  18;  18; 9;2; ;1;  428808; 1200;     ;   ; 1;  65; 1;1;0;  2;  3;  3;0;   12;     ;1345;1414;29;1;28; 8;2022;1472;44801
     498  54;MZ8;   498;    54;  1; 498;  428960; 8;2022;1472;44802; 6; 0; 0; 6; 6; 1;1;29;1; 1202;   ;0; 498;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  65; 0;1;0;  2;  3;  3;0;   12;     ;1811;1835;24;1;29; 8;2022;1472;44802
     498  57;MZ8;   498;    57;  1; 498;  428960; 8;2022;1472;44804; 1; 0; 1; 1; 1; 0;1;31;1; 1201;   ;0; 498;  18;  18; 9;2; ;1;  428808; 1200;     ;   ; 0;  65; 0;0;1;  2;  2;  2;0;   12;     ; 657; 713;16; ;  ;  ;    ;    ;     
     498  59;MZ8;   498;    59;  2; 498;  428960; 8;2022;1472;44803; 2; 0; 0; 2; 2; 0;1;30;2; 1202;   ;0; 498;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  65; 0;0;0;  2;  3;  3;0;   12;     ;1903;1917;96; ;  ;  ;    ;    ;     
     498  62;MZ8;   498;    62;  1; 498;  428960; 8;2022;1472;44802;14; 0; 0;14;12; 5;1;29;1; 1201;   ;0; 498;  18;  18; 9;2; ;1;  428808; 1200;     ;   ; 0;  65; 0;0;0;  2;  3;  3;0;   12;     ;1504;1547;43; ;  ;  ;    ;    ;     
     498  64;MZ8;   498;    64;  0; 498;       0; 8;2022;1472;44804; 0; 0; 0; 0; 0; 0;3;31;3; 1203;   ;0; 498;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  65; 0;1;0;   ;   ;   ; ;   12;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     498  67;MZ8;   498;    67;  1; 498;  428960; 8;2022;1472;44803;14; 3; 3;13;14; 4;1;30;1; 1201;   ;0; 498;  18;  18; 9;2; ;1;  428808; 1200;     ;   ; 4;  65; 3;1;1;  2;  3;  3;0;   12;     ; 846; 922;36;1;30; 8;2022;1472;44803
     499   3;MZ8;   499;     3;  1; 499;  658299;10;2022;1474;44836; 1; 0; 0; 1; 1; 0;1; 2;1; 1204;   ;0; 499;  18;  18; 9;2; ;1;  658066; 1200;     ;   ; 0; 143; 0;0;0;  2;  3;  3;0;   12;     ;1431;1445;14; ;  ;  ;    ;    ;     
     499   8;MZ8;   499;     8;  1; 499;  658299;10;2022;1474;44836; 5; 1; 0; 5; 5; 1;1; 2;1; 1203;   ;0; 499;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0; 143; 0;0;1;  2;  3;  3;0;   12;     ;1430;1452;22; ;  ;  ;    ;    ;     
     499  12;MZ8;   499;    12;  0; 499;       0;10;2022;1474;44837; 0; 0; 0; 0; 0; 0;6; 3;2; 1204;   ;0; 499;  18;  18; 9;2; ;1;       0; 1200;     ;   ; 0; 143; 0;1;0;   ;   ;   ; ;   12;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     499  16;MZ8;   499;    16;  2; 499;  658299;10;2022;1474;44835; 5; 1; 0; 5; 4; 0;1; 1;1; 1202;   ;0; 499;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0; 143; 0;0;1;  2;  3;  3;0;   12;     ;1632;1646;14; ;  ;  ;    ;    ;     
     499  20;MZ8;   499;    20;  1; 499;  658299;10;2022;1474;44836; 4; 1; 0; 3; 4; 0;1; 2;1; 1204;   ;0; 499;  18;  18; 9;2; ;1;  658066; 1200;     ;   ; 0; 143; 0;0;0;  2;  3;  3;0;   12;     ;1125;1153;28; ;  ;  ;    ;    ;     
     499  25;MZ8;   499;    25;  1; 499;  658299;10;2022;1474;44836; 1; 0; 0; 1; 1; 0;1; 2;1; 1202;   ;0; 499;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0; 143; 0;1;0;  2;  3;  3;0;   12;     ;1130;1137; 7; ;  ;  ;    ;    ;     
     499  29;MZ8;   499;    29;  1; 499;  658299;10;2022;1474;44837; 3; 1; 0; 3; 3; 0;1; 3;1; 1203;   ;0; 499;  18;  18; 9;2; ;1;  658066; 1200;     ;   ; 0; 143; 0;0;0;  2;  3;  3;0;   12;     ; 927; 939;12; ;  ;  ;    ;    ;     
     499  33;MZ8;   499;    33;  1; 499;  658299;10;2022;1474;44836; 1; 0; 0; 1; 0; 0;1; 2;2; 1201;   ;0; 499;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0; 143; 0;1;0;  2;  3;  3;0;   12;     ;1254;1259;96; ;  ;  ;    ;    ;     
     499  38;MZ8;   499;    38;  1; 499;  658299;10;2022;1474;44835; 1; 0; 0; 1; 1; 0;1; 1;1; 1201;   ;0; 499;  18;  18; 9;2; ;1;  658066; 1200;     ;   ; 0; 143; 0;1;0;  2;  3;  3;0;   12;     ;1631;1648;17; ;  ;  ;    ;    ;     
     499  42;MZ8;   499;    42;  0; 499;       0;10;2022;1474;44837; 0; 0; 0; 0; 0; 0;6; 3;1; 1202;   ;0; 499;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0; 143; 0;0;0;   ;   ;   ; ;   12;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     499  46;MZ8;   499;    46;  1; 499;  658299;10;2022;1474;44836; 1; 0; 1; 1; 1; 0;1; 2;1; 1203;   ;0; 499;  18;  18; 9;2; ;1;  658066; 1200;     ;   ; 0; 143; 0;1;1;  2;  2;  2;0;   12;     ;1106;1118;12; ;  ;  ;    ;    ;     
     499  50;MZ8;   499;    50;  3; 499;  658299;10;2022;1474;44836; 5; 0; 0; 5; 4; 1;1; 2;2; 1203;   ;0; 499;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0; 143; 0;0;0;  2;  3;  3;0;   12;     ;1723;1744;96; ;  ;  ;    ;    ;     
     499  55;MZ8;   499;    55;  1; 499;  658299;10;2022;1474;44836; 6; 2; 1; 6; 6; 1;1; 2;1; 1202;   ;0; 499;  18;  18; 9;2; ;1;  658066; 1200;     ;   ; 0; 143; 0;0;1;  2;  3;  3;0;   12;     ;1159;1216;17; ;  ;  ;    ;    ;     
     499  59;MZ8;   499;    59;  0; 499;       0;10;2022;1474;44837; 0; 0; 0; 0; 0; 0;3; 3;1; 1201;   ;0; 499;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0; 143; 0;0;0;   ;   ;   ; ;   12;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     499  63;MZ8;   499;    63;  1; 499;  658299;10;2022;1474;44836; 8; 1; 3; 8; 8; 1;1; 2;1; 1201;   ;0; 499;  18;  18; 9;2; ;1;  658066; 1200;     ;   ; 0; 143; 0;0;1;  2;  3;  3;0;   12;     ;1500;1526;26; ;  ;  ;    ;    ;     
     499  67;MZ8;   499;    67;  1; 499;  658299;10;2022;1474;44835; 4; 1; 0; 4; 4; 2;1; 1;1; 1201;   ;0; 499;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 1; 143; 1;1;1;  2;  3;  3;0;   12;     ;1729;1743;14;1; 2;10;2022;1474;44836
     499  72;MZ8;   499;    72;  1; 499;  658299;10;2022;1474;44836; 6; 2; 1; 6; 6; 1;1; 2;2; 1203;   ;0; 499;  18;  18; 9;2; ;1;  658066; 1200;     ;   ; 0; 143; 0;0;1;  2;  3;  3;0;   12;     ;1209;1218;96; ;  ;  ;    ;    ;     
     499  76;MZ8;   499;    76;  1; 499;  658299;10;2022;1474;44835; 7; 3; 0; 7; 7; 1;1; 1;1; 1203;   ;0; 499;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 1; 143; 3;1;1;  2;  3;  3;0;   12;     ;1659;1726;27;1; 3;10;2022;1474;44837
     499  80;MZ8;   499;    80;  1; 499;  658299;10;2022;1474;44837; 1; 1; 0; 1; 1; 0;1; 3;3; 1204;   ;0; 499;  18;  18; 9;2; ;1;  658066; 1200;     ;   ; 0; 143; 0;0;0;  2;  3;  3;0;   12;     ; 957;1005;96; ;  ;  ;    ;    ;     
     499  85;MZ8;   499;    85;  0; 499;       0;10;2022;1474;44837; 0; 0; 0; 0; 0; 0;6; 3;1; 1202;   ;0; 499;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0; 143; 0;1;0;   ;   ;   ; ;   12;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     499  89;MZ8;   499;    89;  1; 499;  658299;10;2022;1474;44835; 5; 1; 0; 5; 4; 1;1; 1;1; 1202;   ;0; 499;  18;  18; 9;2; ;1;  658066; 1200;     ;   ; 1; 143; 1;1;0;  2;  3;  3;0;   12;     ;1759;1811;12;1; 2;10;2022;1474;44836
     499  93;MZ8;   499;    93;  2; 499;  658299;10;2022;1474;44836; 3; 1; 0; 3; 2; 1;1; 2;1; 1203;   ;0; 499;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0; 143; 0;0;1;  2;  3;  3;0;   12;     ;1557;1612;15; ;  ;  ;    ;    ;     
     499  97;MZ8;   499;    97;  1; 499;  658299;10;2022;1474;44835; 5; 2; 0; 5; 5; 0;1; 1;1; 1204;   ;0; 499;  18;  18; 9;2; ;1;  658066; 1200;     ;   ; 0; 143; 2;1;0;  2;  3;  3;0;   12;     ;1707;1733;26;1; 2;10;2022;1474;44836
     499 102;MZ8;   499;   102;  1; 499;  658299;10;2022;1474;44836; 4; 2; 0; 4; 4; 0;1; 2;1; 1201;   ;0; 499;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0; 143; 2;1;1;  2;  2;  2;0;   12;     ;1154;1212;18;1; 2;10;2022;1474;44836
     499 106;MZ8;   499;   106;  1; 499;  658299;10;2022;1474;44835; 3; 2; 0; 3; 3; 1;1; 1;1; 1204;   ;0; 499;  18;  18; 9;2; ;1;  658066; 1200;     ;   ; 1; 143; 2;1;0;  2;  3;  3;0;   12;     ;1748;1810;22;1; 2;10;2022;1474;44836
     499 110;MZ8;   499;   110;  1; 499;  658299;10;2022;1474;44836; 4; 1; 0; 4; 3; 0;1; 2;1; 1201;   ;0; 499;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0; 143; 0;0;1;  2;  3;  3;0;   12;     ;1644;1704;20; ;  ;  ;    ;    ;     
     500   2;MZ8;   500;     2;  4; 500;  694056;12;2022;1476;44907;12; 2; 2;12;11; 3;1;12;1; 1204;   ;0; 500;  18;  18; 9;2; ;1;  693811; 1200;     ;   ; 0;  79; 0;0;1;  2;  3;  3;0;   12;     ;1328;1405;37; ;  ;  ;    ;    ;     
     500   6;MZ8;   500;     6;  3; 500;  694056;12;2022;1476;44907; 5; 2; 0; 5; 5; 0;1;12;2; 1201;   ;0; 500;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  79; 2;1;1;  2;  2;  2;0;   12;     ;1026;1051;96;1;12;12;2022;1476;44907
     500   9;MZ8;   500;     9;  1; 500;  694056;12;2022;1476;44907; 3; 0; 0; 3; 2; 0;1;12;1; 1203;   ;0; 500;  18;  18; 9;2; ;1;  693811; 1200;     ;   ; 0;  79; 0;0;0;  2;  3;  3;0;   12;     ;1742;1759;17; ;  ;  ;    ;    ;     
     500  12;MZ8;   500;    12;  1; 500;  694056;12;2022;1476;44908; 1; 0; 0; 1; 1; 0;1;13;1; 1202;   ;0; 500;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  79; 0;0;0;  2;  3;  3;0;   12;     ;1134;1212;38; ;  ;  ;    ;    ;     
     500  15;MZ8;   500;    15;  3; 500;  694056;12;2022;1476;44907; 5; 1; 1; 5; 5; 0;1;12;1; 1204;   ;0; 500;  18;  18; 9;2; ;1;  693811; 1200;     ;   ; 0;  79; 1;1;1;  2;  3;  3;0;   12;     ;1100;1114;14;1;12;12;2022;1476;44907
     500  19;MZ8;   500;    19;  1; 500;  694056;12;2022;1476;44907; 3; 1; 0; 3; 3; 0;1;12;1; 1201;   ;0; 500;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  79; 1;1;1;  2;  3;  3;0;   12;     ; 940;1006;26;1;13;12;2022;1476;44908
     500  22;MZ8;   500;    22;  1; 500;  694056;12;2022;1476;44908; 7; 1; 3; 7; 7; 1;1;13;1; 1203;   ;0; 500;  18;  18; 9;2; ;1;  693811; 1200;     ;   ; 1;  79; 1;1;1;  2;  3;  3;0;   12;     ;1014;1044;30;1;13;12;2022;1476;44908
     500  25;MZ8;   500;    25;  1; 500;  694056;12;2022;1476;44908; 3; 1; 0; 3; 3; 0;1;13;2; 1201;   ;0; 500;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  79; 0;0;1;  2;  3;  3;0;   12;     ; 935;1006;96; ;  ;  ;    ;    ;     
     500  29;MZ8;   500;    29;  1; 500;  694056;12;2022;1476;44907; 8; 0; 0; 8; 7; 1;1;12;1; 1204;   ;0; 500;  18;  18; 9;2; ;1;  693811; 1200;     ;   ; 0;  79; 0;0;0;  2;  3;  3;0;   12;     ;1817;1846;29; ;  ;  ;    ;    ;     
     500  32;MZ8;   500;    32;  2; 500;  694056;12;2022;1476;44907; 7; 0; 0; 7; 6; 0;1;12;1; 1202;   ;0; 500;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  79; 0;1;0;  2;  3;  3;0;   12;     ;1135;1206;31; ;  ;  ;    ;    ;     
     500  35;MZ8;   500;    35;  1; 500;  694056;12;2022;1476;44907; 3; 1; 1; 3; 3; 1;1;12;1; 1201;   ;0; 500;  18;  18; 9;2; ;1;  693811; 1200;     ;   ; 0;  79; 0;0;1;  2;  2;  2;0;   12;     ;2035;2104;29; ;  ;  ;    ;    ;     
