HHID;HV000;HV001;HV002;HV003;HV004;HV005;HV006;HV007;HV008;HV008A;HV009;HV010;HV011;HV012;HV013;HV014;HV015;HV016;HV017;HV018;HV019;HV020;HV021;HV022;HV023;HV024;HV025;HV026;HV027;HV028;HV030;HV031;HV032;HV035;HV040;HV041;HV042;HV044;HV045A;HV045B;HV045C;HV046;HV047;HV048;HV801;HV802;HV803;HV804;HV807D;HV807M;HV807Y;HV807C;HV807A
     493  51;MZ8;   493;    51;  1; 493;  542015;11;2022;1475;44868; 3; 1; 0; 3; 3; 0;1; 3;1; 1201;   ;0; 493;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  26; 0;0;1;  2;  2;  2;0;   12;     ;1747;1805;18; ;  ;  ;    ;    ;     
     493  54;MZ8;   493;    54;  1; 493;  542015;11;2022;1475;44868; 4; 0; 0; 4; 4; 1;1; 3;1; 1204;   ;0; 493;  18;  18; 9;2; ;1;  541824; 1200;     ;   ; 0;  26; 0;0;0;  2;  3;  3;0;   12;     ; 955;1020;25; ;  ;  ;    ;    ;     
     493  57;MZ8;   493;    57;  3; 493;  542015;11;2022;1475;44868; 6; 2; 0; 6; 6; 0;1; 3;1; 1202;   ;0; 493;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  26; 2;1;1;  2;  3;  3;0;   12;     ;1006;1032;26;2; 4;11;2022;1475;44869
     493  60;MZ8;   493;    60;  1; 493;  542015;11;2022;1475;44869; 1; 0; 0; 1; 1; 0;1; 4;1; 1203;   ;0; 493;  18;  18; 9;2; ;1;  541824; 1200;     ;   ; 0;  26; 0;1;0;  2;  3;  3;0;   12;     ;1051;1103;12; ;  ;  ;    ;    ;     
     493  63;MZ8;   493;    63;  1; 493;  542015;11;2022;1475;44868; 3; 1; 0; 3; 3; 1;1; 3;1; 1203;   ;0; 493;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  26; 0;0;1;  2;  3;  3;0;   12;     ;1333;1347;14; ;  ;  ;    ;    ;     
     493  66;MZ8;   493;    66;  1; 493;  542015;11;2022;1475;44867; 4; 1; 0; 4; 4; 1;1; 2;1; 1201;   ;0; 493;  18;  18; 9;2; ;1;  541824; 1200;     ;   ; 0;  26; 0;0;0;  2;  3;  3;0;   12;     ;1755;1818;23; ;  ;  ;    ;    ;     
     493  69;MZ8;   493;    69;  1; 493;  542015;11;2022;1475;44868; 6; 1; 0; 6; 6; 2;1; 3;1; 1201;   ;0; 493;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 2;  26; 1;1;1;  2;  3;  3;0;   12;     ;1614;1642;28;1; 3;11;2022;1475;44868
     493  72;MZ8;   493;    72;  3; 493;  542015;11;2022;1475;44868; 4; 1; 1; 4; 4; 0;1; 3;1; 1202;   ;0; 493;  18;  18; 9;2; ;1;  541824; 1200;     ;   ; 0;  26; 1;1;1;  2;  3;  3;0;   12;     ;1258;1321;23;1; 4;11;2022;1475;44869
     493  74;MZ8;   493;    74;  1; 493;  542015;11;2022;1475;44867; 2; 1; 0; 2; 2; 0;1; 2;1; 1203;   ;0; 493;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  26; 0;0;1;  2;  3;  3;0;   12;     ;1813;1835;22; ;  ;  ;    ;    ;     
     494   1;MZ8;   494;     1;  1; 494;  503314;10;2022;1474;44862; 3; 0; 0; 3; 3; 0;1;28;1; 1202;   ;0; 494;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  54; 0;0;0;  2;  3;  3;0;   12;     ;1118;1136;18; ;  ;  ;    ;    ;     
     494   4;MZ8;   494;     4;  1; 494;  503314;10;2022;1474;44862; 1; 1; 0; 1; 1; 0;1;28;1; 1204;   ;0; 494;  18;  18; 9;2; ;1;  503136; 1200;     ;   ; 0;  54; 0;0;0;  2;  3;  3;0;   12;     ;1357;1406; 9; ;  ;  ;    ;    ;     
     494   7;MZ8;   494;     7;  1; 494;  503314;10;2022;1474;44862; 1; 0; 0; 1; 1; 0;1;28;1; 1203;   ;0; 494;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  54; 0;0;0;  2;  3;  3;0;   12;     ;1649;1708;19; ;  ;  ;    ;    ;     
     494   9;MZ8;   494;     9;  1; 494;  503314;10;2022;1474;44861; 2; 0; 0; 2; 2; 0;1;27;1; 1204;   ;0; 494;  18;  18; 9;2; ;1;  503136; 1200;     ;   ; 0;  54; 0;0;0;  2;  3;  3;0;   12;     ;1503;1518;15; ;  ;  ;    ;    ;     
     494  12;MZ8;   494;    12;  1; 494;  503314;10;2022;1474;44863; 3; 0; 0; 3; 3; 2;1;29;1; 1201;   ;0; 494;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  54; 0;0;0;  2;  3;  3;0;   12;     ;1114;1200;46; ;  ;  ;    ;    ;     
     494  14;MZ8;   494;    14;  1; 494;  503314;10;2022;1474;44862; 1; 0; 0; 1; 1; 0;1;28;1; 1204;   ;0; 494;  18;  18; 9;2; ;1;  503136; 1200;     ;   ; 0;  54; 0;1;0;  2;  3;  3;0;   12;     ;1636;1645; 9; ;  ;  ;    ;    ;     
     494  17;MZ8;   494;    17;  1; 494;  503314;10;2022;1474;44862; 4; 1; 0; 4; 4; 2;1;28;1; 1203;   ;0; 494;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  54; 0;0;1;  2;  3;  3;0;   12;     ;1715;1737;22; ;  ;  ;    ;    ;     
     494  19;MZ8;   494;    19;  1; 494;  503314;10;2022;1474;44861; 4; 1; 0; 4; 4; 1;1;27;1; 1201;   ;0; 494;  18;  18; 9;2; ;1;  503136; 1200;     ;   ; 0;  54; 0;0;0;  2;  3;  3;0;   12;     ;1642;1702;20; ;  ;  ;    ;    ;     
     494  22;MZ8;   494;    22;  1; 494;  503314;10;2022;1474;44862; 2; 0; 0; 2; 2; 0;1;28;1; 1202;   ;0; 494;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  54; 0;0;0;  2;  3;  3;0;   12;     ;1157;1204; 7; ;  ;  ;    ;    ;     
     494  25;MZ8;   494;    25;  1; 494;  503314;10;2022;1474;44861; 4; 1; 2; 4; 4; 0;1;27;1; 1204;   ;0; 494;  18;  18; 9;2; ;1;  503136; 1200;     ;   ; 0;  54; 1;1;1;  2;  3;  3;0;   12;     ;1546;1613;27;1;28;10;2022;1474;44862
     494  27;MZ8;   494;    27;  1; 494;  503314;10;2022;1474;44861; 5; 1; 0; 5; 5; 1;1;27;1; 1201;   ;0; 494;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 1;  54; 1;1;1;  2;  3;  3;0;   12;     ;1501;1522;21;1;28;10;2022;1474;44862
     494  30;MZ8;   494;    30;  1; 494;  503314;10;2022;1474;44863; 1; 0; 0; 1; 1; 0;1;29;1; 1204;   ;0; 494;  18;  18; 9;2; ;1;  503136; 1200;     ;   ; 0;  54; 0;1;0;  2;  3;  3;0;   12;     ;1104;1111; 7; ;  ;  ;    ;    ;     
     494  32;MZ8;   494;    32;  1; 494;  503314;10;2022;1474;44862; 6; 1; 0; 6; 6; 2;1;28;1; 1201;   ;0; 494;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 2;  54; 1;1;1;  2;  3;  3;0;   12;     ;1108;1132;24;2;28;10;2022;1474;44862
     494  35;MZ8;   494;    35;  2; 494;  503314;10;2022;1474;44862; 2; 1; 1; 2; 2; 0;1;28;1; 1203;   ;0; 494;  18;  18; 9;2; ;1;  503136; 1200;     ;   ; 0;  54; 0;0;1;  2;  3;  3;0;   12;     ;1120;1138;18; ;  ;  ;    ;    ;     
     494  37;MZ8;   494;    37;  1; 494;  503314;10;2022;1474;44861; 4; 1; 0; 4; 4; 2;1;27;1; 1203;   ;0; 494;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 2;  54; 1;1;1;  2;  3;  3;0;   12;     ;1441;1511;30;1;29;10;2022;1474;44863
     494  40;MZ8;   494;    40;  1; 494;  503314;10;2022;1474;44862; 3; 1; 1; 3; 3; 0;1;28;1; 1202;   ;0; 494;  18;  18; 9;2; ;1;  503136; 1200;     ;   ; 0;  54; 1;1;1;  2;  3;  3;0;   12;     ;1328;1343;15;1;29;10;2022;1474;44863
     494  43;MZ8;   494;    43;  1; 494;  503314;10;2022;1474;44861; 7; 1; 0; 7; 7; 2;1;27;1; 1202;   ;0; 494;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  54; 0;0;1;  2;  3;  3;0;   12;     ;1426;1455;29; ;  ;  ;    ;    ;     
     494  45;MZ8;   494;    45;  1; 494;  503314;10;2022;1474;44862; 5; 2; 1; 5; 5; 2;1;28;1; 1203;   ;0; 494;  18;  18; 9;2; ;1;  503136; 1200;     ;   ; 0;  54; 0;0;1;  2;  3;  3;0;   12;     ;1304;1322;18; ;  ;  ;    ;    ;     
     494  48;MZ8;   494;    48;  1; 494;  503314;10;2022;1474;44862; 2; 0; 0; 2; 2; 1;1;28;1; 1201;   ;0; 494;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  54; 0;1;0;  2;  3;  3;0;   12;     ;1425;1442;17;1;28;10;2022;1474;44862
     494  50;MZ8;   494;    50;  1; 494;  503314;10;2022;1474;44862; 5; 1; 1; 5; 5; 1;1;28;2; 1204;   ;0; 494;  18;  18; 9;2; ;1;  503136; 1200;     ;   ; 0;  54; 0;0;1;  2;  3;  3;0;   12;     ;1147;1211;96; ;  ;  ;    ;    ;     
     494  53;MZ8;   494;    53;  1; 494;  503314;10;2022;1474;44861; 3; 0; 0; 3; 3; 1;1;27;2; 1203;   ;0; 494;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 1;  54; 0;1;0;  2;  3;  3;0;   12;     ;1731;1745;96;1;29;10;2022;1474;44863
     494  56;MZ8;   494;    56;  1; 494;  503314;10;2022;1474;44862; 1; 0; 1; 1; 1; 0;1;28;1; 1202;   ;0; 494;  18;  18; 9;2; ;1;  503136; 1200;     ;   ; 0;  54; 0;1;1;  2;  3;  3;0;   12;     ;1222;1232;10; ;  ;  ;    ;    ;     
     494  58;MZ8;   494;    58;  1; 494;  503314;10;2022;1474;44861; 3; 1; 0; 3; 3; 1;1;27;1; 1203;   ;0; 494;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 1;  54; 1;1;1;  2;  3;  3;0;   12;     ;1545;1607;22;1;29;10;2022;1474;44863
     494  61;MZ8;   494;    61;  1; 494;  503314;10;2022;1474;44861; 3; 0; 0; 3; 3; 1;1;27;1; 1202;   ;0; 494;  18;  18; 9;2; ;1;  503136; 1200;     ;   ; 1;  54; 0;1;0;  2;  3;  3;0;   12;     ;1627;1656;29;1;28;10;2022;1474;44862
     494  63;MZ8;   494;    63;  1; 494;  503314;10;2022;1474;44862; 4; 1; 0; 4; 4; 1;1;28;1; 1201;   ;0; 494;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  54; 0;0;1;  2;  3;  3;0;   12;     ;1300;1323;23; ;  ;  ;    ;    ;     
     494  66;MZ8;   494;    66;  1; 494;  503314;10;2022;1474;44863; 1; 0; 0; 1; 1; 0;1;29;1; 1201;   ;0; 494;  18;  18; 9;2; ;1;  503136; 1200;     ;   ; 0;  54; 0;0;0;  2;  3;  3;0;   12;     ;1200;1238;38; ;  ;  ;    ;    ;     
     495   1;MZ8;   495;     1;  1; 495;  655911;10;2022;1474;44865; 8; 1; 0; 8; 8; 1;1;31;1; 1201;   ;0; 495;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  52; 0;0;1;  2;  3;  3;0;   12;     ;1553;1621;28; ;  ;  ;    ;    ;     
     495   4;MZ8;   495;     4;  1; 495;  655911;10;2022;1474;44865; 6; 1; 1; 6; 6; 0;1;31;1; 1204;   ;0; 495;  18;  18; 9;2; ;1;  655679; 1200;     ;   ; 0;  52; 1;1;1;  2;  3;  3;0;   12;     ;1143;1220;37;1;31;10;2022;1474;44865
     495   7;MZ8;   495;     7;  2; 495;  655911;10;2022;1474;44865; 6; 1; 0; 6; 5; 0;1;31;1; 1203;   ;0; 495;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  52; 1;1;1;  2;  3;  3;0;   12;     ;1046;1121;35;1; 1;11;2022;1475;44866
     495  10;MZ8;   495;    10;  2; 495;  655911;10;2022;1474;44865; 2; 0; 0; 2; 1; 0;1;31;1; 1204;   ;0; 495;  18;  18; 9;2; ;1;  655679; 1200;     ;   ; 0;  52; 0;0;0;  2;  3;  3;0;   12;     ;1256;1311;15; ;  ;  ;    ;    ;     
     495  13;MZ8;   495;    13;  1; 495;  655911;10;2022;1474;44864; 4; 1; 0; 4; 4; 1;1;30;1; 1202;   ;0; 495;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  52; 0;0;1;  2;  3;  3;0;   12;     ;1725;1741;16; ;  ;  ;    ;    ;     
     495  16;MZ8;   495;    16;  1; 495;  655911;10;2022;1474;44865; 1; 0; 0; 1; 0; 0;1;31;1; 1201;   ;0; 495;  18;  18; 9;2; ;1;  655679; 1200;     ;   ; 0;  52; 0;1;0;  2;  3;  3;0;   12;     ;1033;1040; 7; ;  ;  ;    ;    ;     
     495  19;MZ8;   495;    19;  1; 495;  655911;10;2022;1474;44864; 1; 0; 0; 1; 1; 0;1;30;1; 1202;   ;0; 495;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  52; 0;1;0;  2;  3;  3;0;   12;     ;1653;1702; 9; ;  ;  ;    ;    ;     
     495  22;MZ8;   495;    22;  1; 495;  655911;10;2022;1474;44864; 1; 0; 0; 1; 1; 0;1;30;1; 1203;   ;0; 495;  18;  18; 9;2; ;1;  655679; 1200;     ;   ; 0;  52; 0;1;0;  2;  3;  3;0;   12;     ;1812;1828;16; ;  ;  ;    ;    ;     
     495  25;MZ8;   495;    25;  1; 495;  655911;10;2022;1474;44865; 9; 2; 0; 9; 9; 0;1;31;1; 1202;   ;0; 495;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  52; 0;0;1;  2;  3;  3;0;   12;     ;1324;1401;37; ;  ;  ;    ;    ;     
     495  28;MZ8;   495;    28;  1; 495;  655911;10;2022;1474;44864;14; 5; 2;14;14; 3;1;30;1; 1204;   ;0; 495;  18;  18; 9;2; ;1;  655679; 1200;     ;   ; 0;  52; 0;0;1;  2;  3;  3;0;   12;     ;1742;1818;36; ;  ;  ;    ;    ;     
     495  31;MZ8;   495;    31;  2; 495;  655911;11;2022;1475;44866; 5; 1; 0; 5; 5; 0;1; 1;4; 1202;   ;0; 495;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  52; 0;0;1;  2;  3;  3;0;   12;     ;1123;1133;96; ;  ;  ;    ;    ;     
     495  34;MZ8;   495;    34;  1; 495;  655911;10;2022;1474;44864; 8; 1; 0; 8; 8; 2;1;30;1; 1204;   ;0; 495;  18;  18; 9;2; ;1;  655679; 1200;     ;   ; 0;  52; 0;0;0;  2;  3;  3;0;   12;     ;1648;1718;30; ;  ;  ;    ;    ;     
     495  37;MZ8;   495;    37;  1; 495;  655911;10;2022;1474;44865; 5; 1; 0; 5; 5; 1;1;31;1; 1201;   ;0; 495;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  52; 0;0;1;  2;  3;  3;0;   12;     ;1727;1753;26; ;  ;  ;    ;    ;     
     495  40;MZ8;   495;    40;  1; 495;  655911;10;2022;1474;44864; 2; 1; 0; 2; 2; 0;1;30;1; 1202;   ;0; 495;  18;  18; 9;2; ;1;  655679; 1200;     ;   ; 0;  52; 1;1;0;  2;  3;  3;0;   12;     ;1516;1531;15;1; 1;11;2022;1475;44866
     495  43;MZ8;   495;    43;  1; 495;  655911;10;2022;1474;44865; 2; 0; 0; 2; 2; 0;1;31;1; 1203;   ;0; 495;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  52; 0;0;0;  2;  3;  3;0;   12;     ;1632;1651;19; ;  ;  ;    ;    ;     
     495  46;MZ8;   495;    46;  1; 495;  655911;10;2022;1474;44865; 5; 1; 0; 5; 5; 2;1;31;1; 1202;   ;0; 495;  18;  18; 9;2; ;1;  655679; 1200;     ;   ; 0;  52; 0;0;0;  2;  3;  3;0;   12;     ;1745;1756;11; ;  ;  ;    ;    ;     
     495  49;MZ8;   495;    49;  1; 495;  655911;10;2022;1474;44865; 1; 0; 0; 1; 0; 0;1;31;1; 1201;   ;0; 495;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  52; 0;1;0;  2;  3;  3;0;   12;     ;1312;1535;95; ;  ;  ;    ;    ;     
     495  52;MZ8;   495;    52;  2; 495;  655911;10;2022;1474;44864; 6; 1; 1; 6; 6; 2;1;30;1; 1204;   ;0; 495;  18;  18; 9;2; ;1;  655679; 1200;     ;   ; 0;  52; 0;0;1;  2;  3;  3;0;   12;     ;1549;1622;33; ;  ;  ;    ;    ;     
     495  55;MZ8;   495;    55;  1; 495;  655911;10;2022;1474;44865; 3; 1; 0; 3; 3; 0;1;31;1; 1203;   ;0; 495;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  52; 1;1;1;  2;  3;  3;0;   12;     ;1827;1909;42;1; 1;11;2022;1475;44866
     495  58;MZ8;   495;    58;  1; 495;  655911;10;2022;1474;44865; 3; 1; 0; 3; 1; 1;1;31;3; 1204;   ;0; 495;  18;  18; 9;2; ;1;  655679; 1200;     ;   ; 1;  52; 2;1;0;  2;  3;  3;0;   12;     ;1801;1829;96;1;31;10;2022;1474;44865
     495  61;MZ8;   495;    61;  1; 495;  655911;10;2022;1474;44864; 4; 1; 0; 4; 4; 1;1;30;1; 1201;   ;0; 495;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 1;  52; 1;1;1;  2;  3;  3;0;   12;     ;1622;1642;20;1;31;10;2022;1474;44865
     495  64;MZ8;   495;    64;  1; 495;  655911;10;2022;1474;44865; 4; 0; 0; 4; 4; 0;1;31;1; 1203;   ;0; 495;  18;  18; 9;2; ;1;  655679; 1200;     ;   ; 0;  52; 0;0;0;  2;  3;  3;0;   12;     ;1206;1224;18; ;  ;  ;    ;    ;     
     495  67;MZ8;   495;    67;  1; 495;  655911;10;2022;1474;44865; 4; 1; 0; 4; 4; 1;1;31;1; 1202;   ;0; 495;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 1;  52; 1;1;1;  2;  3;  3;0;   12;     ;1117;1137;20;1;31;10;2022;1474;44865
     495  70;MZ8;   495;    70;  1; 495;  655911;10;2022;1474;44865; 3; 0; 0; 3; 3; 1;1;31;1; 1204;   ;0; 495;  18;  18; 9;2; ;1;  655679; 1200;     ;   ; 1;  52; 0;1;0;  2;  3;  3;0;   12;     ;1624;1647;23;1;31;10;2022;1474;44865
     495  72;MZ8;   495;    72;  1; 495;  655911;10;2022;1474;44864; 1; 1; 0; 1; 1; 0;1;30;1; 1203;   ;0; 495;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  52; 0;0;1;  2;  3;  3;0;   12;     ;1629;1647;18; ;  ;  ;    ;    ;     
     495  75;MZ8;   495;    75;  2; 495;  655911;10;2022;1474;44865; 7; 1; 2; 7; 7; 1;1;31;3; 1201;   ;0; 495;  18;  18; 9;2; ;1;  655679; 1200;     ;   ; 0;  52; 0;0;1;  2;  3;  3;0;   12;     ;1134;1140;96; ;  ;  ;    ;    ;     
     496   1;MZ8;   496;     1;  2; 496;  657313;11;2022;1475;44888; 4; 1; 1; 4; 4; 2;1;23;1; 1204;   ;0; 496;  18;  18; 9;2; ;1;  657080; 1200;     ;   ; 2;  34; 1;1;1;  2;  3;  3;0;   12;     ;1302;1317;15;1;24;11;2022;1475;44889
     496   4;MZ8;   496;     4;  1; 496;  657313;11;2022;1475;44889; 2; 0; 0; 2; 2; 0;1;24;1; 1201;   ;0; 496;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  34; 0;0;0;  2;  3;  3;0;   12;     ;1246;1318;32; ;  ;  ;    ;    ;     
     496   7;MZ8;   496;     7;  1; 496;  657313;11;2022;1475;44889; 1; 0; 0; 1; 0; 0;1;24;1; 1203;   ;0; 496;  18;  18; 9;2; ;1;  657080; 1200;     ;   ; 0;  34; 0;1;0;  2;  3;  3;0;   12;     ;1433;1447;14; ;  ;  ;    ;    ;     
     496  10;MZ8;   496;    10;  1; 496;  657313;11;2022;1475;44889; 3; 1; 0; 3; 3; 1;1;24;1; 1202;   ;0; 496;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  34; 0;0;1;  2;  3;  3;0;   12;     ;1038;1049;11; ;  ;  ;    ;    ;     
     496  13;MZ8;   496;    13;  1; 496;  657313;11;2022;1475;44888; 2; 1; 0; 1; 2; 0;1;23;1; 1204;   ;0; 496;  18;  18; 9;2; ;1;  657080; 1200;     ;   ; 0;  34; 0;0;0;  2;  3;  3;0;   12;     ;1127;1144;17; ;  ;  ;    ;    ;     
     496  16;MZ8;   496;    16;  1; 496;  657313;11;2022;1475;44889; 5; 1; 0; 5; 5; 2;1;24;1; 1202;   ;0; 496;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  34; 0;0;1;  2;  3;  3;0;   12;     ;1155;1216;21; ;  ;  ;    ;    ;     
     496  19;MZ8;   496;    19;  1; 496;  657313;11;2022;1475;44888; 6; 0; 1; 6; 6; 1;1;23;1; 1204;   ;0; 496;  18;  18; 9;2; ;1;  657080; 1200;     ;   ; 0;  34; 0;0;1;  2;  3;  3;0;   12;     ;1424;1439;15; ;  ;  ;    ;    ;     
     496  22;MZ8;   496;    22;  1; 496;  657313;11;2022;1475;44888; 7; 1; 0; 7; 7; 1;1;23;1; 1201;   ;0; 496;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 1;  34; 1;1;1;  2;  3;  3;0;   12;     ;1226;1243;17;1;24;11;2022;1475;44889
     496  25;MZ8;   496;    25;  1; 496;  657313;11;2022;1475;44889; 4; 2; 0; 4; 4; 2;1;24;1; 1204;   ;0; 496;  18;  18; 9;2; ;1;  657080; 1200;     ;   ; 0;  34; 0;0;0;  2;  3;  3;0;   12;     ;1128;1150;22; ;  ;  ;    ;    ;     
     496  28;MZ8;   496;    28;  1; 496;  657313;11;2022;1475;44888; 9; 1; 0; 9; 9; 0;1;23;1; 1203;   ;0; 496;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  34; 1;1;1;  2;  3;  3;0;   12;     ;1110;1132;22;1;25;11;2022;1475;44890
     496  31;MZ8;   496;    31;  1; 496;  657313;11;2022;1475;44888; 5; 1; 1; 5; 5; 2;1;23;1; 1204;   ;0; 496;  18;  18; 9;2; ;1;  657080; 1200;     ;   ; 1;  34; 1;1;1;  2;  3;  3;0;   12;     ;1650;1711;21;2;25;11;2022;1475;44890
     496  34;MZ8;   496;    34;  1; 496;  657313;11;2022;1475;44888; 5; 1; 0; 5; 5; 2;1;23;1; 1201;   ;0; 496;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 2;  34; 1;1;1;  2;  3;  3;0;   12;     ;1645;1709;24;1;24;11;2022;1475;44889
     496  37;MZ8;   496;    37;  1; 496;  657313;11;2022;1475;44888; 2; 1; 0; 2; 2; 0;1;23;1; 1202;   ;0; 496;  18;  18; 9;2; ;1;  657080; 1200;     ;   ; 0;  34; 0;0;0;  2;  2;  2;0;   12;     ;1652;1704;12; ;  ;  ;    ;    ;     
     496  40;MZ8;   496;    40;  2; 496;  657313;11;2022;1475;44889; 4; 1; 0; 4; 4; 0;1;24;1; 1203;   ;0; 496;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  34; 0;0;1;  2;  3;  3;0;   12;     ;1123;1143;20; ;  ;  ;    ;    ;     
     496  43;MZ8;   496;    43;  2; 496;  657313;11;2022;1475;44889; 4; 2; 0; 4; 3; 1;1;24;1; 1201;   ;0; 496;  18;  18; 9;2; ;1;  657080; 1200;     ;   ; 0;  34; 0;0;0;  2;  3;  3;0;   12;     ;1057;1117;20; ;  ;  ;    ;    ;     
     496  46;MZ8;   496;    46;  1; 496;  657313;11;2022;1475;44888; 2; 0; 0; 2; 2; 0;1;23;1; 1201;   ;0; 496;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  34; 0;0;0;  2;  3;  3;0;   12;     ;1138;1159;21; ;  ;  ;    ;    ;     
     496  49;MZ8;   496;    49;  1; 496;  657313;11;2022;1475;44888; 4; 1; 0; 4; 4; 1;1;23;1; 1204;   ;0; 496;  18;  18; 9;2; ;1;  657080; 1200;     ;   ; 1;  34; 1;1;0;  2;  3;  3;0;   12;     ;1219;1232;13;1;23;11;2022;1475;44888
     496  52;MZ8;   496;    52;  2; 496;  657313;11;2022;1475;44888; 2; 1; 0; 2; 2; 0;1;23;1; 1202;   ;0; 496;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  34; 1;1;1;  2;  3;  3;0;   12;     ;1557;1605; 8;1;23;11;2022;1475;44888
     496  55;MZ8;   496;    55;  1; 496;  657313;11;2022;1475;44888; 1; 0; 0; 1; 1; 0;1;23;1; 1201;   ;0; 496;  18;  18; 9;2; ;1;  657080; 1200;     ;   ; 0;  34; 0;1;0;  2;  3;  3;0;   12;     ;1504;1521;17; ;  ;  ;    ;    ;     
     496  58;MZ8;   496;    58;  1; 496;  657313;11;2022;1475;44888; 1; 0; 0; 1; 1; 0;1;23;1; 1203;   ;0; 496;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  34; 0;1;0;  2;  3;  3;0;   12;     ;1208;1220;12; ;  ;  ;    ;    ;     
     496  61;MZ8;   496;    61;  1; 496;  657313;11;2022;1475;44888; 5; 1; 0; 5; 5; 0;1;23;1; 1202;   ;0; 496;  18;  18; 9;2; ;1;  657080; 1200;     ;   ; 0;  34; 1;1;0;  2;  3;  3;0;   12;     ;1309;1322;13;1;23;11;2022;1475;44888
     496  64;MZ8;   496;    64;  1; 496;  657313;11;2022;1475;44888; 1; 1; 0; 1; 1; 0;1;23;1; 1203;   ;0; 496;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  34; 0;0;1;  2;  3;  3;0;   12;     ;1651;1700; 9; ;  ;  ;    ;    ;     
     496  67;MZ8;   496;    67;  1; 496;  657313;11;2022;1475;44889; 7; 2; 0; 7; 7; 1;1;24;1; 1204;   ;0; 496;  18;  18; 9;2; ;1;  657080; 1200;     ;   ; 0;  34; 0;0;0;  2;  3;  3;0;   12;     ;1036;1101;25; ;  ;  ;    ;    ;     
     496  70;MZ8;   496;    70;  1; 496;  657313;11;2022;1475;44888; 5; 1; 0; 5; 5; 1;1;23;1; 1202;   ;0; 496;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 1;  34; 1;1;1;  2;  3;  3;0;   12;     ;1125;1143;18;1;23;11;2022;1475;44888
     496  72;MZ8;   496;    72;  1; 496;  657313;11;2022;1475;44888; 7; 2; 1; 7; 7; 1;1;23;1; 1203;   ;0; 496;  18;  18; 9;2; ;1;  657080; 1200;     ;   ; 0;  34; 0;0;1;  2;  3;  3;0;   12;     ;1330;1349;19; ;  ;  ;    ;    ;     
     496  75;MZ8;   496;    75;  2; 496;  657313;11;2022;1475;44889;10; 3; 0;10;10; 1;1;24;1; 1202;   ;0; 496;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  34; 0;0;1;  2;  3;  3;0;   12;     ;1340;1406;26; ;  ;  ;    ;    ;     
     497   4;MZ8;   497;     4;  2; 497;  585291;11;2022;1475;44892; 8; 3; 0; 8; 7; 1;1;27;1; 1202;   ;0; 497;  18;  18; 9;2; ;0;       0; 1200;     ;   ; 0;  45; 0;0;1;  2;  3;  3;0;   12;     ;1224;1313;49; ;  ;  ;    ;    ;     
