HHID;IDXH4;SH16;SH17A;SH17B;SH18;SH19A;SH19B;SH36;SH37;SH38;SH39
     548  85; 3;1; 3; 5;0;  ;  ; ; ; ; 
     548  85; 4;1; 3; 4;1; 3; 5; ; ; ; 
     548  85; 5;1; 3; 4;1; 3; 5; ; ; ; 
     548  95; 1;1; 5; 9; ;  ;  ; ; ; ; 
     548 100; 1;1;12; 4; ;  ;  ; ; ; ; 
     548 100; 2;1; 3; 5; ;  ;  ; ; ; ; 
     548 100; 3;1; 5; 0;1; 5; 8;1;1;4;5
     548 105; 1;1; 6;12; ;  ;  ; ; ; ; 
     548 105; 2;1; 5;10; ;  ;  ; ; ; ; 
     548 105; 3;1; 3; 2;1; 3; 3; ; ; ; 
     548 105; 4;0;  ;  ; ;  ;  ; ; ; ; 
     548 110; 1;1; 3; 2; ;  ;  ; ; ; ; 
     548 110; 2;1; 5; 8;0;  ;  ; ; ; ; 
     548 110; 3;0;  ;  ; ;  ;  ; ; ; ; 
     548 110; 4; ;  ;  ; ;  ;  ; ; ; ; 
     548 115; 1;1; 6;12; ;  ;  ; ; ; ; 
     548 115; 2;1; 3; 3; ;  ;  ; ; ; ; 
     548 115; 3;1; 6;12;0;  ;  ; ; ; ; 
     548 115; 4;1; 5; 0;1; 5; 8; ; ; ; 
     548 115; 5;1; 3; 0;1; 3; 1; ; ; ; 
     548 120; 1;1;12; 0; ;  ;  ; ; ; ; 
     548 120; 2;1; 6; 0;1; 6;11;1;1;5;5
     548 125; 1;1; 3; 4; ;  ;  ; ; ; ; 
     548 125; 2;1;98;  ; ;  ;  ; ; ; ; 
     549   2; 1;1; 4; 7; ;  ;  ; ; ; ; 
     549   2; 2;1; 5; 9;1; 5;10;1;1;5;5
     549   2; 3;1; 4; 6;1; 4; 7;1;1;5;5
     549   2; 4;0;  ;  ; ;  ;  ;1;1;5;5
     549   8; 1;1; 5;10; ;  ;  ; ; ; ; 
     549   8; 2;1; 4; 7; ;  ;  ; ; ; ; 
     549   8; 3;1; 4; 6;1; 4; 7; ; ; ; 
     549   8; 4;0;  ;  ; ;  ;  ; ; ; ; 
     549  14; 1;1; 4; 7; ;  ;  ; ; ; ; 
     549  14; 2;1; 3; 5; ;  ;  ; ; ; ; 
     549  14; 3;1; 5; 9;1; 5;10;1;1;5;5
     549  14; 4;1; 5; 9;1; 5;10;1;1;5;5
     549  14; 5;1; 4; 6;1; 4; 7;1;1;5;5
     549  14; 6;1; 6;12;0;  ;  ; ; ; ; 
     549  20; 1;1;98;  ; ;  ;  ; ; ; ; 
     549  20; 2;1; 4; 6; ;  ;  ; ; ; ; 
     549  20; 3;1; 5; 9;1; 5;10; ; ; ; 
     549  20; 4;1; 3; 1;1; 3; 2; ; ; ; 
     549  20; 5;1; 3; 1;1; 3; 2; ; ; ; 
     549  20; 6;0;  ;  ; ;  ;  ; ; ; ; 
     549  26; 1;1; 5; 9; ;  ;  ; ; ; ; 
     549  26; 2;1; 5; 8; ;  ;  ; ; ; ; 
     549  26; 3;1; 5; 0;1; 5; 8;1;1;5;5
     549  26; 4;1; 5; 0;1; 5; 8;1;1;5;5
     549  32; 1;1; 4; 6;0;  ;  ; ; ; ; 
     549  44; 1;1;12; 0;1;12; 1; ; ; ; 
     549  44; 2;1;12; 1;1;12; 2; ; ; ; 
     549  44; 3;1;12; 4; ;  ;  ; ; ; ; 
     549  44; 4;1; 9; 1;1; 9; 2; ; ; ; 
     549  49; 1;1; 4; 7; ;  ;  ; ; ; ; 
     549  49; 2;1; 3; 5; ;  ;  ; ; ; ; 
     549  49; 3;1;10; 3;0;  ;  ; ; ; ; 
     549  49; 4;1;10; 3;0;  ;  ; ; ; ; 
     549  49; 5;1; 6;11;1; 6;12;1;1;5;5
     549  49; 6;1; 3; 4;1; 3; 5;1;1;5;5
     549  55; 1;1;12; 4; ;  ;  ; ; ; ; 
     549  55; 2;1;12; 4; ;  ;  ; ; ; ; 
     549  55; 3;1; 5; 9;1; 5;10; ; ; ; 
     549  55; 4;1; 3; 4;1; 3; 5; ; ; ; 
     549  55; 5; ;  ;  ; ;  ;  ; ; ; ; 
     549  61; 1;1; 6;12; ;  ;  ; ; ; ; 
     549  61; 2;1; 6;12; ;  ;  ; ; ; ; 
     549  61; 3;1; 4; 7;0;  ;  ; ; ; ; 
     549  67; 1;1;12; 4; ;  ;  ; ; ; ; 
     549  67; 2;1;12; 4; ;  ;  ; ; ; ; 
     549  73; 1;1; 6;12; ;  ;  ; ; ; ; 
     549  73; 2;1;12; 1; ;  ;  ; ; ; ; 
     549  73; 3;1; 3; 3;1; 3; 4;1;1;5;5
     549  73; 4;0;  ;  ; ;  ;  ; ; ; ; 
     549  79; 1;1;98;  ; ;  ;  ; ; ; ; 
     549  79; 2;1; 4; 7; ;  ;  ; ; ; ; 
     549  79; 3;1; 4; 6;0;  ;  ; ; ; ; 
     549  79; 4;1; 4; 0;1; 4; 6; ; ; ; 
     549  79; 5; ;  ;  ; ;  ;  ; ; ; ; 
     549  79; 6;0;  ;  ; ;  ;  ; ; ; ; 
     549  85; 1;1;13; 1; ;  ;  ; ; ; ; 
     549  85; 2;1; 1; 0;1; 1; 3; ; ; ; 
     549  91; 1;1;98;  ; ;  ;  ; ; ; ; 
     549  91; 2;1; 6;12;0;  ;  ; ; ; ; 
     549  91; 3;1; 4; 0;1; 4; 6; ; ; ; 
     549  91; 4; ;  ;  ; ;  ;  ; ; ; ; 
     549  97; 1;1; 4; 6; ;  ;  ; ; ; ; 
     549  97; 2;1; 3; 4; ;  ;  ; ; ; ; 
     549  97; 3;1; 3; 2;1; 3; 3;1;1;3;4
     549  97; 4;1; 3; 2;1; 3; 3;1;1;4;3
     549  97; 5;1; 3; 0;1; 3; 1;1;2;4;4
     549  97; 6; ;  ;  ; ;  ;  ; ; ; ; 
     549 102; 1;1; 3; 1; ;  ;  ; ; ; ; 
     549 108; 1;1; 3; 4; ;  ;  ; ; ; ; 
     549 108; 2;1; 3; 4; ;  ;  ; ; ; ; 
     549 108; 3;1; 5;10;1; 6;11;1;1;5;5
     549 114; 1;1; 5; 8; ;  ;  ; ; ; ; 
     549 114; 2;1; 4; 7; ;  ;  ; ; ; ; 
     549 114; 3;0;  ;  ; ;  ;  ; ; ; ; 
     549 114; 4; ;  ;  ; ;  ;  ; ; ; ; 
     549 120; 1;1; 4; 7; ;  ;  ; ; ; ; 
     549 126; 1;1;12; 3; ;  ;  ; ; ; ; 
     549 126; 2;1; 1; 3;1; 3; 1; ; ; ; 
     549 126; 3; ;  ;  ; ;  ;  ; ; ; ; 
     549 132; 1;1; 6;12; ;  ;  ; ; ; ; 
     549 132; 2;1; 3; 4; ;  ;  ; ; ; ; 
     549 132; 3; ;  ;  ; ;  ;  ; ; ; ; 
     549 138; 1;1; 5;10; ;  ;  ; ; ; ; 
     549 144; 1;0;  ;  ; ;  ;  ; ; ; ; 
     549 144; 2;1; 4; 7; ;  ;  ; ; ; ; 
     549 144; 3;1; 4; 6;0;  ;  ; ; ; ; 
     549 150; 1;1;98;  ; ;  ;  ; ; ; ; 
     549 150; 2;1; 5; 8; ;  ;  ; ; ; ; 
     549 150; 3;1; 5; 0;1; 5; 8; ; ; ; 
     549 150; 4;1;98;  ; ;  ;  ; ; ; ; 
     549 150; 5;1;12; 3;1;12; 4; ; ; ; 
     549 150; 6;1;12; 1;1;12; 2; ; ; ; 
     549 150; 7;1;12; 4; ;  ;  ; ; ; ; 
     550   1; 1;0;  ;  ; ;  ;  ; ; ; ; 
     550   1; 2;1; 5; 8;0;  ;  ; ; ; ; 
     550   1; 3; ;  ;  ; ;  ;  ; ; ; ; 
     550  11; 1;1; 3; 5; ;  ;  ; ; ; ; 
     550  11; 2;1; 4; 6;1; 4; 7; ; ; ; 
     550  11; 3;1; 4; 7;0;  ;  ; ; ; ; 
     550  11; 4;1; 5; 8;0;  ;  ; ; ; ; 
     550  11; 5; ;  ;  ; ;  ;  ; ; ; ; 
     550  16; 1;0;  ;  ; ;  ;  ; ; ; ; 
     550  26; 1;1; 5; 9;1; 5;10;1;1;3;4
     550  26; 2;1; 4; 6;1; 4; 7;1;1;4;4
     550  26; 3;1; 3; 3;1; 3; 4;1;1;5;5
     550  26; 4;1; 5; 9;1; 5;10; ; ; ; 
     550  26; 5; ;  ;  ; ;  ;  ; ; ; ; 
     550  31; 1;1;98;  ; ;  ;  ; ; ; ; 
     550  31; 2;1; 3; 4; ;  ;  ; ; ; ; 
     550  31; 3;1; 5; 8;1; 5; 9; ; ; ; 
     550  36; 1;1; 3; 3; ;  ;  ; ; ; ; 
     550  36; 2;0;  ;  ; ;  ;  ; ; ; ; 
     550  36; 3;1; 4; 0;0;  ;  ; ; ; ; 
     550  36; 4;1; 3; 4;0;  ;  ; ; ; ; 
     550  36; 5;1; 3; 4;1; 3; 5;1;1;1;5
     550  36; 6;0;  ;  ; ;  ;  ;1;1;5;5
     550  36; 7; ;  ;  ; ;  ;  ; ; ; ; 
     550  36; 8;1; 3; 1;1; 3; 2;1;3;4;4
     550  36; 9;1; 3; 1;1; 3; 2;1;1;4;4
     550  36;10; ;  ;  ; ;  ;  ; ; ; ; 
     550  41; 1;1; 3; 5; ;  ;  ; ; ; ; 
     550  41; 2;0;  ;  ; ;  ;  ; ; ; ; 
     550  41; 3;1; 3; 2;1; 3; 3; ; ; ; 
     550  46; 1;1; 3; 5; ;  ;  ; ; ; ; 
     550  46; 2;1; 5; 9;0;  ;  ; ; ; ; 
     550  46; 3;1; 3; 0;1; 3; 4;2;1;5;5
     550  51; 1;1; 3; 3; ;  ;  ; ; ; ; 
     550  51; 2;1; 3; 4; ;  ;  ; ; ; ; 
     550  51; 3;1; 5; 9;1; 5; 9; ; ; ; 
     550  51; 4;0;  ;  ; ;  ;  ; ; ; ; 
     550  60; 1;0;  ;  ; ;  ;  ; ; ; ; 
     550  60; 2;0;  ;  ; ;  ;  ; ; ; ; 
     550  60; 3;1; 3; 4; ;  ;  ; ; ; ; 
     550  60; 4;1; 6;11; ;  ;  ; ; ; ; 
     550  60; 5;1; 6;12;0;  ;  ; ; ; ; 
     550  60; 6;1; 3; 0;1; 3; 3; ; ; ; 
     550  60; 7;0;  ;  ; ;  ;  ; ; ; ; 
     550  65; 1;1; 4; 6; ;  ;  ; ; ; ; 
     550  65; 2;1; 6; 0;1; 6;11; ; ; ; 
     550  65; 3;1; 5; 0;1; 5;10;2;3;2;4
     550  65; 4;1; 3; 0;1; 3; 4;3;1;5;5
     550  75; 1;1; 3; 2; ;  ;  ; ; ; ; 
     550  75; 2;1; 4; 0; ;  ;  ; ; ; ; 
     550  75; 3;0;  ;  ; ;  ;  ; ; ; ; 
     550  80; 1;1; 5; 8; ;  ;  ; ; ; ; 
     550  80; 2;1; 4; 6; ;  ;  ; ; ; ; 
     550  80; 3;1; 5; 9;1; 5;10; ; ; ; 
     550  80; 4;1; 4; 0;1; 4; 6; ; ; ; 
     550  80; 5;1; 3; 4;1; 3; 5; ; ; ; 
     550  80; 6;1; 3; 2;1; 3; 3; ; ; ; 
     550  90; 1;1; 3; 0; ;  ;  ; ; ; ; 
     550  90; 2;1; 5; 9; ;  ;  ; ; ; ; 
     550  95; 1;1; 3; 5; ;  ;  ; ; ; ; 
     550  95; 2;0;  ;  ; ;  ;  ; ; ; ; 
     550  95; 3;1; 3; 4;0;  ;  ; ; ; ; 
     550  95; 4;1; 5; 9;1; 5;10;1;1;5;5
     550  95; 5;1; 3; 0;1; 3; 4;1;1;5;5
     550  95; 6;0;  ;  ; ;  ;  ;1;1;5;5
     550 105; 1;1; 5;10; ;  ;  ; ; ; ; 
     550 105; 2;1; 6;12; ;  ;  ; ; ; ; 
     550 105; 3;1; 3; 3;1; 3; 4;1;1;5;5
     550 105; 4; ;  ;  ; ;  ;  ; ; ; ; 
     550 105; 5; ;  ;  ; ;  ;  ; ; ; ; 
     550 110; 1;1; 3; 4; ;  ;  ; ; ; ; 
     550 110; 2;1; 4; 6;1; 4; 7; ; ; ; 
     550 110; 3;1; 3; 2;1; 3; 3; ; ; ; 
     550 110; 4;1; 3; 0;1; 3; 1; ; ; ; 
     550 110; 5;1; 4; 6;1; 4; 7; ; ; ; 
     550 115; 1;1; 5; 8; ;  ;  ; ; ; ; 
     550 115; 2;1; 3; 2; ;  ;  ; ; ; ; 
     550 115; 3;1; 5; 8;0;  ;  ; ; ; ; 
     550 115; 4;1; 5;10;0;  ;  ; ; ; ; 
     550 115; 5;1; 5; 0;1; 5;10;1;1;5;5
     550 115; 6;1; 4; 0;1; 4; 7;1;1;5;5
     550 115; 7;1; 4; 0;1; 4; 7;1;1;5;5
     550 115; 8; ;  ;  ; ;  ;  ; ; ; ; 
     550 115; 9; ;  ;  ; ;  ;  ; ; ; ; 
     550 115;10;1; 4; 7;0;  ;  ;1;1;5;5
     550 115;11;0;  ;  ; ;  ;  ; ; ; ; 
     550 115;12; ;  ;  ; ;  ;  ; ; ; ; 
     550 120; 1;1; 6;12; ;  ;  ; ; ; ; 
     550 120; 2;1; 3; 3;1; 3; 4; ; ; ; 
     550 120; 3;1; 1; 3;1; 1; 4; ; ; ; 
     550 124; 1;1; 4; 7; ;  ;  ; ; ; ; 
     550 124; 2;1; 6;12;0;  ;  ; ; ; ; 
     550 124; 3;1; 5; 8;1; 5; 9;1;1;5;5
     550 124; 4;1; 4; 6;1; 4; 7;1;1;4;5
     550 124; 5;1; 3; 3;1; 3; 4;1;1;5;5
     550 124; 6; ;  ;  ; ;  ;  ; ; ; ; 
     551   2; 1;0;  ;  ; ;  ;  ; ; ; ; 
     551   2; 2;1; 3; 4;1; 3; 5;1;1;5;5
     551   2; 3;1; 3; 1;1; 3; 2;1;1;5;5
     551   5; 1;1; 4; 0;0;  ;  ; ; ; ; 
     551   5; 2;0;  ;  ; ;  ;  ; ; ; ; 
     551   5; 3; ;  ;  ; ;  ;  ; ; ; ; 
     551   7; 1;1; 3; 4;0;  ;  ; ; ; ; 
     551   7; 2;1; 4; 7;0;  ;  ; ; ; ; 
     551   7; 3;0;  ;  ; ;  ;  ; ; ; ; 
     551   7; 4; ;  ;  ; ;  ;  ; ; ; ; 
     551   7; 5;1; 3; 4;0;  ;  ;1;1;5;5
     551   7; 6;1; 3; 3;1; 3; 4;1;1;5;5
     551   7; 7;1; 3; 5;0;  ;  ; ; ; ; 
     551  10; 1;1; 5; 0; ;  ;  ; ; ; ; 
     551  10; 2;1; 3; 2;1; 3; 3; ; ; ; 
     551  10; 3; ;  ;  ; ;  ;  ; ; ; ; 
     551  15; 1;0;  ;  ; ;  ;  ; ; ; ; 
     551  15; 2;0;  ;  ; ;  ;  ; ; ; ; 
     551  15; 3;1; 3; 4;1; 3; 5; ; ; ; 
     551  15; 4;1; 3; 1;1; 3; 2; ; ; ; 
     551  15; 5; ;  ;  ; ;  ;  ; ; ; ; 
     551  18; 1;1; 4; 7; ;  ;  ; ; ; ; 
     551  18; 2;1; 4; 0;1; 4; 6;1;1;5;5
     551  18; 3;0;  ;  ; ;  ;  ; ; ; ; 
     551  20; 1;1; 3; 3; ;  ;  ; ; ; ; 
     551  20; 2;0;  ;  ; ;  ;  ; ; ; ; 
     551  23; 1;0;  ;  ; ;  ;  ; ; ; ; 
     551  23; 2;0;  ;  ; ;  ;  ; ; ; ; 
     551  23; 3;1; 3; 5;0;  ;  ; ; ; ; 
     551  23; 4;1; 3; 4;1; 3; 5;1;1;5;4
     551  23; 5;1; 3; 3;1; 3; 4;1;1;5;5
     551  23; 6;1; 4; 6;0;  ;  ;1;1;4;4
     551  23; 7;1; 3; 4;0;  ;  ;1;1;5;5
     551  23; 8;0;  ;  ; ;  ;  ;1;1;5;5
     551  23; 9; ;  ;  ; ;  ;  ; ; ; ; 
     551  25; 1;1; 3; 5; ;  ;  ; ; ; ; 
     551  25; 2;1; 4; 7; ;  ;  ; ; ; ; 
     551  28; 1;0;  ;  ; ;  ;  ; ; ; ; 
     551  33; 1;0;  ;  ; ;  ;  ; ; ; ; 
     551  33; 2;0;  ;  ; ;  ;  ; ; ; ; 
     551  33; 3;1; 3; 0;1; 3; 1;1;1;5;5
     551  33; 4;1; 3; 0;1; 3; 1;1;1;5;4
     551  35; 1;1; 3; 2; ;  ;  ; ; ; ; 
     551  35; 2;1; 4; 7;0;  ;  ; ; ; ; 
     551  35; 3;1; 4; 7;0;  ;  ; ; ; ; 
     551  35; 4;1; 4; 0;1; 4; 6; ; ; ; 
     551  38; 1;0;  ;  ; ;  ;  ; ; ; ; 
     551  38; 2;0;  ;  ; ;  ;  ; ; ; ; 
     551  40; 1;1; 3; 4; ;  ;  ; ; ; ; 
     551  40; 2;1; 3; 5; ;  ;  ; ; ; ; 
     551  40; 3;1; 4; 7;0;  ;  ; ; ; ; 
     551  40; 4;1; 3; 3;1; 3; 4; ; ; ; 
     551  40; 5;0;  ;  ; ;  ;  ; ; ; ; 
     551  40; 6; ;  ;  ; ;  ;  ; ; ; ; 
     551  40; 7;1; 3; 5;0;  ;  ; ; ; ; 
     551  43; 1;0;  ;  ; ;  ;  ; ; ; ; 
     551  43; 2;1; 4; 7;0;  ;  ;1;1;5;5
     551  43; 3;1; 4; 6;0;  ;  ;1;1;5;5
     551  43; 4;0;  ;  ; ;  ;  ; ; ; ; 
     551  43; 5;1; 3; 5;0;  ;  ; ; ; ; 
     551  46; 1;1; 3; 4; ;  ;  ; ; ; ; 
     551  46; 2;1; 3; 5; ;  ;  ; ; ; ; 
     551  46; 3;1; 5;10;0;  ;  ; ; ; ; 
     551  46; 4;0;  ;  ; ;  ;  ; ; ; ; 
     551  46; 5;0;  ;  ; ;  ;  ; ; ; ; 
     551  46; 6;1; 3; 5;0;  ;  ; ; ; ; 
     551  48; 1;1; 5; 0; ;  ;  ; ; ; ; 
     551  48; 2;1; 3; 3;0;  ;  ; ; ; ; 
     551  48; 3;1; 3; 4;1; 3; 5;1;1;5;5
     551  48; 4;1; 3; 0;1; 3; 1;1;1;5;5
     551  48; 5; ;  ;  ; ;  ;  ; ; ; ; 
     551  48; 6;1; 4; 0;1; 4; 6;1;1;5;5
     551  48; 7;1; 3; 5;0;  ;  ; ; ; ; 
     551  48; 8;0;  ;  ; ;  ;  ; ; ; ; 
     551  53; 1;1; 3; 4;0;  ;  ; ; ; ; 
     551  53; 2;1; 4; 7;0;  ;  ;1;1;5;5
     551  53; 3;1; 3; 3;0;  ;  ;1;1;5;5
     551  56; 1;1; 4; 6;0;  ;  ; ; ; ; 
     551  56; 2;1; 3; 4;0;  ;  ; ; ; ; 
     551  56; 3;1; 3; 1;1; 3; 2; ; ; ; 
     551  56; 4;0;  ;  ; ;  ;  ; ; ; ; 
     551  56; 5;0;  ;  ; ;  ;  ; ; ; ; 
     551  56; 6;0;  ;  ; ;  ;  ; ; ; ; 
     551  56; 7; ;  ;  ; ;  ;  ; ; ; ; 
     551  58; 1;0;  ;  ; ;  ;  ; ; ; ; 
     551  58; 2;1; 3; 2;0;  ;  ; ; ; ; 
     551  58; 3;0;  ;  ; ;  ;  ; ; ; ; 
     551  58; 4;0;  ;  ; ;  ;  ; ; ; ; 
     551  61; 1;0;  ;  ; ;  ;  ; ; ; ; 
     551  61; 2;1; 3; 3;1; 3; 4; ; ; ; 
     551  63; 1;0;  ;  ; ;  ;  ; ; ; ; 
     551  63; 2;0;  ;  ; ;  ;  ; ; ; ; 
     551  66; 1;1; 3; 5; ;  ;  ; ; ; ; 
     551  66; 2;1; 3; 5; ;  ;  ; ; ; ; 
     551  66; 3;1; 4; 0;1; 4; 6; ; ; ; 
     551  66; 4;1; 3; 1;1; 3; 2; ; ; ; 
     552   4; 1;0;  ;  ; ;  ;  ; ; ; ; 
     552   4; 2;1; 3; 4;0;  ;  ; ; ; ; 
     552   4; 3;1; 3; 5;0;  ;  ;1;1;8;8
     552   4; 4;1; 3; 5; ;  ;  ; ; ; ; 
     552   4; 5; ;  ;  ; ;  ;  ; ; ; ; 
     552   4; 6; ;  ;  ; ;  ;  ; ; ; ; 
     552   4; 7; ;  ;  ; ;  ;  ; ; ; ; 
     552   9; 1;0;  ;  ; ;  ;  ; ; ; ; 
     552   9; 2;1;98;  ; ;  ;  ; ; ; ; 
     552   9; 3;1; 4; 0;1; 4; 6; ; ; ; 
     552   9; 4;1; 3; 4;1; 3; 5; ; ; ; 
     552   9; 5;1;98;  ; ;  ;  ; ; ; ; 
     552  13; 1;1;12; 4; ;  ;  ; ; ; ; 
     552  13; 2;1;12; 4; ;  ;  ; ; ; ; 
     552  13; 3;1; 5; 0;1; 5; 8;1;1;4;4
     552  13; 4;1; 3; 5;1; 3; 5;1;1;4;4
     552  13; 5;0;  ;  ; ;  ;  ; ; ; ; 
     552  13; 6;0;  ;  ; ;  ;  ; ; ; ; 
     552  13; 7;1;12; 4; ;  ;  ; ; ; ; 
     552  17; 1;1;98;  ; ;  ;  ; ; ; ; 
     552  17; 2;1; 4; 7; ;  ;  ; ; ; ; 
     552  17; 3;1; 4; 0;1; 4; 6; ; ; ; 
     552  21; 1;1; 4; 6; ;  ;  ; ; ; ; 
     552  21; 2;1; 3; 4; ;  ;  ; ; ; ; 
     552  21; 3;1; 6;12; ;  ;  ; ; ; ; 
     552  21; 4;1; 4; 7; ;  ;  ; ; ; ; 
     552  21; 5;1; 4; 7;1; 4; 7;1;1;8;8
     552  25; 1;1; 4; 7; ;  ;  ; ; ; ; 
     552  33; 1;1; 4; 7; ;  ;  ; ; ; ; 
     552  33; 2;1; 3; 3; ;  ;  ; ; ; ; 
     552  33; 3;1; 5; 8;1; 5; 9; ; ; ; 
     552  33; 4;1; 3; 1;1; 3; 2; ; ; ; 
     552  38; 1;1; 3; 1; ;  ;  ; ; ; ; 
     552  38; 2;0;  ;  ; ;  ;  ; ; ; ; 
     552  38; 3;1; 3; 2;1; 3; 3;1;1;3;4
     552  42; 1;1; 5;10; ;  ;  ; ; ; ; 
     552  42; 2;1; 4; 7; ;  ;  ; ; ; ; 
     552  42; 3;1; 4; 6;1; 4; 7; ; ; ; 
     552  42; 4;1; 3; 3;1; 3; 4; ; ; ; 
     552  42; 5;1; 3; 0;1; 3; 1; ; ; ; 
     552  46; 1;1; 4; 6; ;  ;  ; ; ; ; 
     552  46; 2;1; 3; 4; ;  ;  ; ; ; ; 
     552  50; 1;1; 2; 0; ;  ;  ; ; ; ; 
     552  50; 2;1; 3; 4; ;  ;  ; ; ; ; 
     552  50; 3;1; 5; 8;1; 5; 9; ; ; ; 
     552  50; 4;1; 4; 6;1; 4; 7; ; ; ; 
     552  50; 5;0;  ;  ; ;  ;  ; ; ; ; 
     552  50; 6;1; 3; 4;1; 3; 5; ; ; ; 
     552  50; 7;1; 3; 3;1; 3; 4; ; ; ; 
     552  50; 8;1; 3; 1;1; 3; 2; ; ; ; 
     552  50; 9;0;  ;  ; ;  ;  ; ; ; ; 
     552  54; 1;1; 5;10; ;  ;  ; ; ; ; 
     552  54; 2;1; 6;12; ;  ;  ; ; ; ; 
     552  54; 3;1;12; 4;0;  ;  ; ; ; ; 
     552  54; 4;1; 6; 0;1; 6;12;1;1;2;4
     552  54; 5;1; 5; 0;1; 5; 9;1;1;2;4
     552  54; 6; ;  ;  ; ;  ;  ; ; ; ; 
     552  58; 1;0;  ;  ; ;  ;  ; ; ; ; 
     552  58; 2;0;  ;  ; ;  ;  ; ; ; ; 
     552  58; 3;1; 4; 7;0;  ;  ; ; ; ; 
     552  58; 4;1; 3; 0;1; 3; 3; ; ; ; 
     552  58; 5;1; 3; 0;1; 3; 3; ; ; ; 
     552  58; 6;1; 3; 2;0;  ;  ; ; ; ; 
     552  58; 7;0;  ;  ; ;  ;  ; ; ; ; 
     552  58; 8;0;  ;  ; ;  ;  ; ; ; ; 
     552  63; 1;0;  ;  ; ;  ;  ; ; ; ; 
     552  63; 2;1; 3; 4;0;  ;  ; ; ; ; 
     552  63; 3;0;  ;  ; ;  ;  ; ; ; ; 
     552  63; 4;0;  ;  ; ;  ;  ; ; ; ; 
     552  63; 5;1; 5; 0;1; 5; 8;1;1;4;3
     552  63; 6;1; 5; 0;1; 5; 8;1;1;4;3
     552  63; 7; ;  ;  ; ;  ;  ; ; ; ; 
     552  67; 1;1; 6;12; ;  ;  ; ; ; ; 
     552  67; 2;1; 5;10; ;  ;  ; ; ; ; 
     552  79; 1;1; 3; 4; ;  ;  ; ; ; ; 
     552  79; 2;1; 3; 2; ;  ;  ; ; ; ; 
     552  79; 3;1; 4; 0;1; 4; 6;1;1;4;5
     552  79; 4;1; 3; 4;1; 3; 5;1;1;4;4
     552  79; 5;1; 6;11;0;  ;  ;1;1;5;5
     552  79; 6;1; 3; 0;1; 3; 1;1;1;4;5
     552  79; 7;0;  ;  ; ;  ;  ; ; ; ; 
     552  83; 1;1; 4; 7; ;  ;  ; ; ; ; 
     552  83; 2;1; 4; 6;1; 4; 7; ; ; ; 
     552  83; 3;1; 5; 8;1; 5; 9; ; ; ; 
     552  87; 1;0;  ;  ; ;  ;  ; ; ; ; 
     552  87; 2;1; 3; 1; ;  ;  ; ; ; ; 
     552  87; 3;1; 3; 3; ;  ;  ; ; ; ; 
     552  87; 4;1; 3; 2; ;  ;  ; ; ; ; 
     552  87; 5; ;  ;  ; ;  ;  ; ; ; ; 
     552  87; 6;0;  ;  ; ;  ;  ; ; ; ; 
     552  87; 7;1; 4; 6;1; 4; 7;1;2;4;3
     552  92; 1;1; 4; 7; ;  ;  ; ; ; ; 
     552  92; 2;1; 4; 7; ;  ;  ; ; ; ; 
     552  92; 3;1; 4; 6;1; 4; 7; ; ; ; 
     552  92; 4;1; 4; 0;1; 4; 6; ; ; ; 
     552  96; 1;0;  ;  ; ;  ;  ; ; ; ; 
     552  96; 2;1; 3; 0;1; 3; 2;1;1;8;4
     552  96; 3;1; 5; 0;1; 5; 8;1;2;4;5
     552  96; 4;1; 3; 0;1; 3; 2;1;4;3;4
     552 100; 1;1;98;  ; ;  ;  ; ; ; ; 
     552 100; 2;0;  ;  ; ;  ;  ; ; ; ; 
     552 100; 3;1; 6; 0;1; 6;11; ; ; ; 
     552 100; 4;1; 4; 0;1; 4; 6; ; ; ; 
     552 108; 1;1; 3; 2; ;  ;  ; ; ; ; 
     552 108; 2;0;  ;  ; ;  ;  ; ; ; ; 
     552 108; 3;1; 5; 9;1; 5;10; ; ; ; 
     552 108; 4;1; 4; 7; ;  ;  ; ; ; ; 
     552 108; 5;1; 5; 0;1; 5; 8; ; ; ; 
     552 108; 6;1; 4; 0;1; 4; 6; ; ; ; 
     552 108; 7;1; 5; 0;1; 5; 8; ; ; ; 
     552 108; 8;1; 3; 4;1; 3; 5; ; ; ; 
     552 108; 9; ;  ;  ; ;  ;  ; ; ; ; 
     552 108;10;1; 5; 9;0;  ;  ; ; ; ; 
     553   3; 1;1;98;  ; ;  ;  ; ; ; ; 
     553   3; 2;1; 3; 2; ;  ;  ; ; ; ; 
     553   3; 3;0;  ;  ; ;  ;  ; ; ; ; 
     553   3; 4; ;  ;  ; ;  ;  ; ; ; ; 
     553   7; 1;0;  ;  ; ;  ;  ; ; ; ; 
     553   7; 2;1; 4; 6; ;  ;  ; ; ; ; 
     553   7; 3;1; 3; 4;0;  ;  ;1;1;4;5
     553   7; 4;1; 3; 5;0;  ;  ;1;1;3;8
     553   7; 5;0;  ;  ; ;  ;  ; ; ; ; 
     553  10; 1;0;  ;  ; ;  ;  ; ; ; ; 
     553  10; 2;0;  ;  ; ;  ;  ; ; ; ; 
     553  10; 3;1; 3; 2;1; 3; 2; ; ; ; 
     553  10; 4;1; 3; 2;1; 3; 2; ; ; ; 
     553  10; 5; ;  ;  ; ;  ;  ; ; ; ; 
     553  14; 1;1; 3; 5; ;  ;  ; ; ; ; 
     553  14; 2;1; 3; 3; ;  ;  ; ; ; ; 
