HHID;IDXH4;SH16;SH17A;SH17B;SH18;SH19A;SH19B;SH36;SH37;SH38;SH39
     543  63; 5;0;  ;  ; ;  ;  ; ; ; ; 
     543  63; 6;0;  ;  ; ;  ;  ; ; ; ; 
     543  67; 1;1; 5;10; ;  ;  ; ; ; ; 
     543  67; 2;1; 6;12; ;  ;  ; ; ; ; 
     543  67; 3;1; 4; 7;1; 5; 8;1;1;5;4
     543  67; 4; ;  ;  ; ;  ;  ; ; ; ; 
     543  72; 1;1; 3; 4; ;  ;  ; ; ; ; 
     543  72; 2;1; 4; 0;1; 4; 6; ; ; ; 
     543  72; 3;1; 3; 4;0;  ;  ; ; ; ; 
     543  76; 1;1; 6;12; ;  ;  ; ; ; ; 
     543  76; 2;1; 3; 4; ;  ;  ; ; ; ; 
     543  76; 3;1; 5;10;1; 6;11;1;1;5;5
     543  76; 4;1; 4; 7;1; 5; 8;1;1;5;5
     543  76; 5;0;  ;  ; ;  ;  ; ; ; ; 
     543  80; 1;1; 3; 2; ;  ;  ; ; ; ; 
     543  80; 2;1; 6;12; ;  ;  ; ; ; ; 
     543  80; 3;1; 3; 4;1; 3; 5; ; ; ; 
     543  80; 4; ;  ;  ; ;  ;  ; ; ; ; 
     543  89; 1;1;10; 2; ;  ;  ; ; ; ; 
     543  89; 2;1; 5; 8; ;  ;  ; ; ; ; 
     543  89; 3;1; 6;11;1; 6;12; ; ; ; 
     543  89; 4;1; 5; 8;1; 5; 9; ; ; ; 
     543  93; 1;1; 6;12;0;  ;  ; ; ; ; 
     543  93; 2;1; 6; 0;1; 6;11;1;1;5;5
     543  98; 1;1; 6;12; ;  ;  ; ; ; ; 
     543  98; 2;1; 6;12;0;  ;  ; ; ; ; 
     543  98; 3;1; 6;11;1; 6;12; ; ; ; 
     543  98; 4;1; 5; 8;1; 5; 9; ; ; ; 
     543 102; 1;1; 4; 6; ;  ;  ; ; ; ; 
     543 107; 1;1; 3; 3; ;  ;  ; ; ; ; 
     543 107; 2;1; 3; 4;1; 3; 5; ; ; ; 
     543 107; 3;1; 3; 3;1; 3; 4; ; ; ; 
     543 111; 1;1; 5; 8;1; 5; 9;1;1;5;5
     543 111; 2;1; 4; 6;1; 4; 7;1;1;5;5
     543 111; 3;1; 5; 9;1; 5;10; ; ; ; 
     544   3; 1;1; 4; 7; ;  ;  ; ; ; ; 
     544   3; 2;1; 3; 3; ;  ;  ; ; ; ; 
     544   3; 3;1; 3; 3;1; 3; 4; ; ; ; 
     544   3; 4;1; 3; 0;1; 3; 1; ; ; ; 
     544   3; 5; ;  ;  ; ;  ;  ; ; ; ; 
     544   6; 1;1; 4; 7; ;  ;  ; ; ; ; 
     544   6; 2;1; 4; 6;1; 4; 7;1;1;5;5
     544   6; 3; ;  ;  ; ;  ;  ; ; ; ; 
     544  10; 1;0;  ;  ; ;  ;  ; ; ; ; 
     544  10; 2;0;  ;  ; ;  ;  ; ; ; ; 
     544  10; 3;1; 3; 4; ;  ;  ; ; ; ; 
     544  10; 4;1; 3; 4;0;  ;  ; ; ; ; 
     544  10; 5;1; 3; 3;1; 3; 4; ; ; ; 
     544  10; 6;1; 4; 0;1; 4; 6; ; ; ; 
     544  10; 7;1; 4; 0;1; 4; 6; ; ; ; 
     544  10; 8;1; 5; 8;0;  ;  ; ; ; ; 
     544  13; 1;1; 3; 5; ;  ;  ; ; ; ; 
     544  13; 2;1; 4; 7; ;  ;  ; ; ; ; 
     544  13; 3;1; 6; 0;1; 6;11; ; ; ; 
     544  13; 4;1; 6;11;1; 6;12; ; ; ; 
     544  16; 1;1; 5; 9; ;  ;  ; ; ; ; 
     544  16; 2;1; 5;10; ;  ;  ; ; ; ; 
     544  16; 3;1;98;  ; ;  ;  ; ; ; ; 
     544  16; 4;1; 3; 4;1; 3; 5; ; ; ; 
     544  16; 5;1; 3; 2;1; 3; 3; ; ; ; 
     544  16; 6;0;  ;  ; ;  ;  ; ; ; ; 
     544  16; 7;1; 3; 4;1; 3; 5; ; ; ; 
     544  19; 1;0;  ;  ; ;  ;  ; ; ; ; 
     544  19; 2;0;  ;  ; ;  ;  ; ; ; ; 
     544  19; 3;1; 3; 4;1; 3; 5;1;1;5;5
     544  22; 1;1; 3; 3; ;  ;  ; ; ; ; 
     544  22; 2;1; 4; 0;0;  ;  ; ; ; ; 
     544  22; 3;1; 3; 1;1; 3; 2; ; ; ; 
     544  22; 4;1; 3; 3;1; 3; 4; ; ; ; 
     544  22; 5; ;  ;  ; ;  ;  ; ; ; ; 
     544  25; 1;1; 3; 4; ;  ;  ; ; ; ; 
     544  28; 1;1; 6;12; ;  ;  ; ; ; ; 
     544  28; 2;1; 5; 9;1; 5;10; ; ; ; 
     544  28; 3; ;  ;  ; ;  ;  ; ; ; ; 
     544  31; 1;1; 4; 7; ;  ;  ; ; ; ; 
     544  31; 2;1; 5; 8;1; 5; 9;1;1;5;5
     544  31; 3;1; 4; 6;1; 4; 7;1;1;5;5
     544  31; 4;1; 3; 2;1; 3; 3;1;1;5;5
     544  31; 5; ;  ;  ; ;  ;  ; ; ; ; 
     544  34; 1;1; 5; 0;0;  ;  ; ; ; ; 
     544  37; 1;1; 3; 3; ;  ;  ; ; ; ; 
     544  40; 1;1; 6;11; ;  ;  ; ; ; ; 
     544  40; 2;1; 4; 6;0;  ;  ; ; ; ; 
     544  40; 3;1; 5;10;1; 6;11; ; ; ; 
     544  40; 4;1; 3; 4;0;  ;  ; ; ; ; 
     544  40; 5;1; 3; 5;0;  ;  ; ; ; ; 
     544  40; 6;0;  ;  ; ;  ;  ; ; ; ; 
     544  40; 7; ;  ;  ; ;  ;  ; ; ; ; 
     544  40; 8; ;  ;  ; ;  ;  ; ; ; ; 
     544  43; 1;1; 4; 7; ;  ;  ; ; ; ; 
     544  43; 2;1;98;  ; ;  ;  ; ; ; ; 
     544  43; 3;0;  ;  ; ;  ;  ; ; ; ; 
     544  43; 4; ;  ;  ; ;  ;  ; ; ; ; 
     544  43; 5;1; 3; 4;1; 3; 5;1;1;5;5
     544  46; 1;1; 4; 7; ;  ;  ; ; ; ; 
     544  46; 2;1; 4; 7; ;  ;  ; ; ; ; 
     544  46; 3;1; 6; 0;1; 6;11; ; ; ; 
     544  46; 4;1; 4; 6;1; 4; 7; ; ; ; 
     544  46; 5;1; 3; 3;1; 3; 4; ; ; ; 
     544  46; 6;0;  ;  ; ;  ;  ; ; ; ; 
     544  46; 7; ;  ;  ; ;  ;  ; ; ; ; 
     544  50; 1;1;98;  ; ;  ;  ; ; ; ; 
     544  50; 2;0;  ;  ; ;  ;  ; ; ; ; 
     544  50; 3;1; 3; 2;0;  ;  ;1;1;5;5
     544  50; 4;1; 3; 0;1; 3; 1;1;1;5;5
     544  50; 5;1; 4; 6;0;  ;  ;1;1;5;5
     544  53; 1;1;98;  ;0;  ;  ; ; ; ; 
     544  53; 2;1; 5; 0;0;  ;  ; ; ; ; 
     544  53; 3; ;  ;  ; ;  ;  ; ; ; ; 
     544  56; 1;1; 3; 3; ;  ;  ; ; ; ; 
     544  56; 2;1; 3; 4;1; 3; 5;1;1;4;4
     544  56; 3;0;  ;  ; ;  ;  ;1;1;2;4
     544  59; 1;1; 7; 3; ;  ;  ; ; ; ; 
     544  59; 2;0;  ;  ; ;  ;  ; ; ; ; 
     544  62; 1;1; 7; 2; ;  ;  ; ; ; ; 
     544  62; 2;1; 5; 8;0;  ;  ; ; ; ; 
     544  62; 3;1; 3; 4;0;  ;  ;1;1;2;2
     544  62; 4;1; 3; 1;0;  ;  ;1;1;1;4
     544  62; 5;0;  ;  ; ;  ;  ;1;1;5;5
     544  62; 6;0;  ;  ; ;  ;  ;2;1;5;5
     544  62; 7; ;  ;  ; ;  ;  ; ; ; ; 
     544  62; 8;0;  ;  ; ;  ;  ; ; ; ; 
     544  62; 9; ;  ;  ; ;  ;  ; ; ; ; 
     544  65; 1;1; 5; 8; ;  ;  ; ; ; ; 
     544  65; 2;1; 5; 9; ;  ;  ; ; ; ; 
     544  65; 3;1; 3; 0;1; 3; 1; ; ; ; 
     544  65; 4; ;  ;  ; ;  ;  ; ; ; ; 
     544  68; 1;0;  ;  ; ;  ;  ; ; ; ; 
     544  71; 1;0;  ;  ; ;  ;  ; ; ; ; 
     544  74; 1;1; 3; 5; ;  ;  ; ; ; ; 
     544  74; 2;1; 3; 4; ;  ;  ; ; ; ; 
     544  74; 3;1; 5; 9;1; 5;10;1;1;5;5
     544  74; 4;1; 3; 4;1; 3; 4;2;1;4;4
     544  74; 5;1; 3; 3;1; 3; 4;2;1;5;5
     544  74; 6; ;  ;  ; ;  ;  ; ; ; ; 
     544  77; 1;1; 5; 9;1; 5;10; ; ; ; 
     544  77; 2;1; 3; 5;1; 4; 6; ; ; ; 
     544  80; 1;1; 4; 7; ;  ;  ; ; ; ; 
     544  80; 2;1; 3; 2;1; 3; 3;1;1;4;4
     545   2; 1;1; 6;12; ;  ;  ; ; ; ; 
     545   2; 2;1; 8; 2; ;  ;  ; ; ; ; 
     545   2; 3;1; 4; 6;1; 4; 6;1;1;5;5
     545   2; 4;1; 3; 2;0;  ;  ;1;1;5;5
     545   5; 1;1;12; 4; ;  ;  ; ; ; ; 
     545   5; 2;1; 6;12; ;  ;  ; ; ; ; 
     545   5; 3;0;  ;  ; ;  ;  ; ; ; ; 
     545   5; 4;1; 5; 9;0;  ;  ; ; ; ; 
     545   8; 1;1; 3; 4; ;  ;  ; ; ; ; 
     545   8; 2;0;  ;  ; ;  ;  ; ; ; ; 
     545  11; 1;1; 5; 9; ;  ;  ; ; ; ; 
     545  11; 2;0;  ;  ; ;  ;  ; ; ; ; 
     545  11; 3; ;  ;  ; ;  ;  ; ; ; ; 
     545  14; 1;1; 3; 3; ;  ;  ; ; ; ; 
     545  17; 1;0;  ;  ; ;  ;  ; ; ; ; 
     545  22; 1;1; 5; 8; ;  ;  ; ; ; ; 
     545  25; 1;1; 5;10; ;  ;  ; ; ; ; 
     545  25; 2;1; 6;11; ;  ;  ; ; ; ; 
     545  25; 3;1; 5; 9;1; 5; 9;1;1;5;5
     545  25; 4;1; 5; 8;1; 5; 8;1;1;5;5
     545  25; 5; ;  ;  ; ;  ;  ; ; ; ; 
     545  25; 6; ;  ;  ; ;  ;  ; ; ; ; 
     545  28; 1;1; 6;12; ;  ;  ; ; ; ; 
     545  28; 2;1; 5;10; ;  ;  ; ; ; ; 
     545  28; 3;1; 6;12; ;  ;  ; ; ; ; 
     545  28; 4;1; 6;11;1; 6;11; ; ; ; 
     545  28; 5; ;  ;  ; ;  ;  ; ; ; ; 
     545  31; 1;1;12; 5; ;  ;  ; ; ; ; 
     545  31; 2;1; 6;11;1; 6;11;1;1;4;4
     545  31; 3;1; 5;10;1; 5;10;1;1;4;4
     545  31; 4;1; 5; 9;1; 5; 9;1;1;4;4
     545  31; 5;1; 3; 5;1; 3; 5;1;1;4;4
     545  31; 6;1; 3; 2;1; 3; 2;1;1;4;4
     545  31; 7;1; 3; 1;1; 3; 1;1;1;1;1
     545  34; 1;1; 5;10;0;  ;  ; ; ; ; 
     545  34; 2;1; 5; 8;0;  ;  ; ; ; ; 
     545  34; 3; ;  ;  ; ;  ;  ; ; ; ; 
     545  37; 1;1; 3; 4; ;  ;  ; ; ; ; 
     545  37; 2;1; 3; 0;1; 3; 1;1;1;5;5
     545  39; 1;1;12; 5; ;  ;  ; ; ; ; 
     545  39; 2;1; 6;12; ;  ;  ; ; ; ; 
     545  42; 1;1; 6;12; ;  ;  ; ; ; ; 
     545  42; 2;1; 6;12; ;  ;  ; ; ; ; 
     545  42; 3;0;  ;  ; ;  ;  ;1;1;5;5
     545  42; 4;1; 5; 8;1; 5; 9;1;1;5;5
     545  45; 1;1;12; 5; ;  ;  ; ; ; ; 
     545  45; 2;1;13; 2; ;  ;  ; ; ; ; 
     545  45; 3;1;12; 2; ;  ;  ; ; ; ; 
     545  48; 1;0;  ;  ; ;  ;  ; ; ; ; 
     545  48; 2;1; 4; 7; ;  ;  ; ; ; ; 
     545  48; 3;1; 4; 6;1; 4; 6;1;1;4;4
     545  48; 4;1; 4; 7;1; 4; 7;1;1;3;4
     545  48; 5;1; 3; 3;1; 3; 3;1;1;4;4
     545  48; 6;0;  ;  ; ;  ;  ;1;1;8;8
     545  48; 7;1; 3; 5;1; 3; 5;1;1;4;4
     545  48; 8; ;  ;  ; ;  ;  ; ; ; ; 
     545  51; 1;1;12; 4; ;  ;  ; ; ; ; 
     545  51; 2;1; 4; 7; ;  ;  ; ; ; ; 
     545  51; 3;1; 4; 7; ;  ;  ; ; ; ; 
     545  51; 4;1; 6;12; ;  ;  ; ; ; ; 
     545  51; 5;1; 6;12;0;  ;  ; ; ; ; 
     545  51; 6;1; 3; 3;1; 3; 4; ; ; ; 
     545  51; 7;1; 3; 2;1; 3; 3; ; ; ; 
     545  54; 1;1; 6;12; ;  ;  ; ; ; ; 
     545  54; 2;1; 4; 7; ;  ;  ; ; ; ; 
     545  54; 3;1; 9; 3;0;  ;  ; ; ; ; 
     545  54; 4;1; 5; 9;1; 5;10;1;1;5;5
     545  54; 5;1;12; 4; ;  ;  ; ; ; ; 
     545  59; 1;1; 5;10; ;  ;  ; ; ; ; 
     545  62; 1;1; 7; 3; ;  ;  ; ; ; ; 
     545  71; 1;1; 9; 4; ;  ;  ; ; ; ; 
     545  71; 2;1; 7; 3; ;  ;  ; ; ; ; 
     546   3; 1;1; 6;12; ;  ;  ; ; ; ; 
     546   8; 1;1;12; 4; ;  ;  ; ; ; ; 
     546   8; 2;1; 6;12; ;  ;  ; ; ; ; 
     546   8; 3;1; 4; 7;1; 4; 7;1;1;5;4
     546   8; 4;1; 3; 4;1; 3; 4;1;1;5;5
     546   8; 5; ;  ;  ; ;  ;  ; ; ; ; 
     546   8; 6; ;  ;  ; ;  ;  ; ; ; ; 
     546  12; 1;1; 6;12; ;  ;  ; ; ; ; 
     546  12; 2;1; 5;10; ;  ;  ; ; ; ; 
     546  12; 3;1; 6; 0;1; 6;11; ; ; ; 
     546  12; 4;1; 4; 0;1; 4; 7; ; ; ; 
     546  12; 5;0;  ;  ; ;  ;  ; ; ; ; 
     546  16; 1;1; 6;12; ;  ;  ; ; ; ; 
     546  16; 2;1;12; 4; ;  ;  ; ; ; ; 
     546  16; 3;1; 3; 0;1; 3; 4;1;1;4;4
     546  16; 4;0;  ;  ; ;  ;  ; ; ; ; 
     546  28; 1;1; 3; 5; ;  ;  ; ; ; ; 
     546  28; 2;1; 6; 0;1; 6;11; ; ; ; 
     546  28; 3;0;  ;  ; ;  ;  ; ; ; ; 
     546  32; 1;1; 3; 3; ;  ;  ; ; ; ; 
     546  32; 2;1; 6; 0;1; 6;11;1;1;5;5
     546  32; 3;1; 3; 0;1; 3; 4;1;2;5;5
     546  32; 4;1; 5; 0;1; 5; 8;2;1;5;5
     546  32; 5;1; 4; 0;1; 4; 7;1;1;1;1
     546  37; 1;1; 3; 4; ;  ;  ; ; ; ; 
     546  37; 2;1; 6;12;0;  ;  ; ; ; ; 
     546  37; 3;1; 5; 0;1; 5;10; ; ; ; 
     546  37; 4;1; 4; 0;1; 4; 6; ; ; ; 
     546  37; 5;0;  ;  ; ;  ;  ; ; ; ; 
     546  41; 1;1; 5;10; ;  ;  ; ; ; ; 
     546  41; 2;1; 3; 5;0;  ;  ; ; ; ; 
     546  41; 3;0;  ;  ; ;  ;  ;1;1;5;5
     546  41; 4;0;  ;  ; ;  ;  ; ; ; ; 
     546  45; 1;1; 5;10; ;  ;  ; ; ; ; 
     546  45; 2;1; 5; 0;1; 5;10; ; ; ; 
     546  45; 3;1; 5; 0;1; 5; 8; ; ; ; 
     546  49; 1;1; 4; 7; ;  ;  ; ; ; ; 
     546  49; 2;1; 5; 9; ;  ;  ; ; ; ; 
     546  49; 3;1; 6; 0;1; 6;11;1;1;4;4
     546  49; 4;1; 5; 0;1; 5; 8;1;1;4;4
     546  49; 5;1; 4; 0;1; 4; 6;1;1;5;5
     546  53; 1;1; 5;10; ;  ;  ; ; ; ; 
     546  53; 2;1; 4; 7; ;  ;  ; ; ; ; 
     546  53; 3;1; 3; 2;1; 3; 3; ; ; ; 
     546  53; 4;0;  ;  ; ;  ;  ; ; ; ; 
     546  53; 5;1; 4; 6;1; 4; 6; ; ; ; 
     546  53; 6;1; 4; 6;1; 4; 7; ; ; ; 
     546  62; 1;1; 6;12; ;  ;  ; ; ; ; 
     546  62; 2;1; 9; 4; ;  ;  ; ; ; ; 
     546  62; 3;1; 6; 0;1; 6;11; ; ; ; 
     546  62; 4;1; 4; 6;1; 4; 7; ; ; ; 
     546  62; 5;1; 3; 4;1; 3; 5; ; ; ; 
     546  62; 6;0;  ;  ; ;  ;  ; ; ; ; 
     546  66; 1;1; 5;10; ;  ;  ; ; ; ; 
     546  66; 2;1; 6;12; ;  ;  ; ; ; ; 
     546  66; 3;1; 3; 3;1; 3; 3;1;1;4;4
     546  66; 4;1; 1; 0;1; 1; 3; ; ; ; 
     546  66; 5; ;  ;  ; ;  ;  ; ; ; ; 
     546  70; 1;1; 3; 3; ;  ;  ; ; ; ; 
     546  74; 1;1; 6;12; ;  ;  ; ; ; ; 
     546  74; 2;1; 4; 0;1; 4; 6;1;2;5;4
     546  78; 1;1;12; 2; ;  ;  ; ; ; ; 
     546  82; 1;1; 6;12; ;  ;  ; ; ; ; 
     546  82; 2;1;12; 4; ;  ;  ; ; ; ; 
     546  82; 3;1; 5; 8;1; 5; 9;2;1;3;4
     546  82; 4;1; 3; 3;1; 3; 3;1;1;4;5
     546  82; 5; ;  ;  ; ;  ;  ; ; ; ; 
     546  82; 6;1; 4; 7; ;  ;  ; ; ; ; 
     546  86; 1;1; 5; 9; ;  ;  ; ; ; ; 
     546  86; 2;1; 5; 9; ;  ;  ; ; ; ; 
     546  86; 3;1;12; 0;1;12; 1; ; ; ; 
     546  86; 4;1; 3; 0;1; 3; 1; ; ; ; 
     546  91; 1;0;  ;  ; ;  ;  ; ; ; ; 
     546  91; 2;1; 3; 5; ;  ;  ; ; ; ; 
     546  91; 3;1; 3; 4; ;  ;  ; ; ; ; 
     546  91; 4;1; 5; 9;0;  ;  ; ; ; ; 
     546  91; 5;1; 5; 8;0;  ;  ; ; ; ; 
     546  91; 6;1; 5; 8;1; 5; 9;1;1;4;5
     546  91; 7;0;  ;  ; ;  ;  ;1;1;5;5
     546  91; 8;0;  ;  ; ;  ;  ;2;1;5;5
     546  95; 1;1; 6;11; ;  ;  ; ; ; ; 
     546  95; 2;1; 5;10; ;  ;  ; ; ; ; 
     546  95; 3;1; 1; 0;1; 1; 3; ; ; ; 
     546  95; 4;1; 3; 4;1; 3; 5; ; ; ; 
     546  95; 5;1; 4; 6;1; 4; 7; ; ; ; 
     546  95; 6;1; 9; 2; ;  ;  ; ; ; ; 
     546  99; 1;1; 6;12; ;  ;  ; ; ; ; 
     546  99; 2;1; 5; 0;1; 5; 8;1;1;5;5
     546 103; 1;1; 5; 8;0;  ;  ; ; ; ; 
     546 107; 1;1; 3; 3; ;  ;  ; ; ; ; 
     546 107; 2;1; 2; 0; ;  ;  ; ; ; ; 
     546 107; 3;1; 5; 8; ;  ;  ; ; ; ; 
     546 107; 4;1; 3; 3;1; 3; 4;1;1;5;4
     547   2; 1;1; 5;10; ;  ;  ; ; ; ; 
     547   2; 2;1; 6;12; ;  ;  ; ; ; ; 
     547   2; 3;1; 6; 0;1; 6;11; ; ; ; 
     547   2; 4;1; 4; 0;1; 4; 6; ; ; ; 
     547   2; 5;1; 3; 0;1; 3; 1; ; ; ; 
     547   6; 1;1; 5; 9;0;  ;  ; ; ; ; 
     547   9; 1;1;12; 4; ;  ;  ; ; ; ; 
     547   9; 2;1; 6;12; ;  ;  ; ; ; ; 
     547   9; 3;1; 3; 0;1; 3; 1; ; ; ; 
     547  13; 1;1; 3; 4; ;  ;  ; ; ; ; 
     547  13; 2;1; 5; 8; ;  ;  ; ; ; ; 
     547  13; 3;1; 5; 0;1; 5;10; ; ; ; 
     547  13; 4;1; 4; 0;1; 4; 6;3;8;8;8
     547  17; 1;0;  ;  ; ;  ;  ; ; ; ; 
     547  17; 2;1; 6;12;0;  ;  ; ; ; ; 
     547  17; 3;1; 6;12;1; 9; 1; ; ; ; 
     547  17; 4;1; 9; 0;1; 9; 1; ; ; ; 
     547  17; 5;1; 5; 0;1; 5; 8; ; ; ; 
     547  17; 6; ;  ;  ; ;  ;  ; ; ; ; 
     547  20; 1;1; 5;10; ;  ;  ; ; ; ; 
     547  20; 2;1; 5; 9; ;  ;  ; ; ; ; 
     547  20; 3;1; 3; 0;1; 3; 5;1;8;5;5
     547  20; 4;1; 5; 0;1; 5;10;1;1;5;5
     547  24; 1;1; 6;12; ;  ;  ; ; ; ; 
     547  24; 2;1; 5; 8; ;  ;  ; ; ; ; 
     547  24; 3;1; 5; 9; ;  ;  ; ; ; ; 
     547  24; 4;1; 5; 0;0;  ;  ; ; ; ; 
     547  24; 5;1; 5; 0;1; 5; 8; ; ; ; 
     547  24; 6;1; 3; 0;1; 3; 1; ; ; ; 
     547  24; 7; ;  ;  ; ;  ;  ; ; ; ; 
     547  27; 1;1;12; 4; ;  ;  ; ; ; ; 
     547  27; 2;1; 3; 4; ;  ;  ; ; ; ; 
     547  31; 1;1; 4; 7; ;  ;  ; ; ; ; 
     547  31; 2;1; 3; 2; ;  ;  ; ; ; ; 
     547  31; 3;1; 4; 6;1; 4; 7; ; ; ; 
     547  31; 4;1; 3; 0;1; 3; 1; ; ; ; 
     547  31; 5;1; 3; 3;1; 3; 4; ; ; ; 
     547  34; 1;1;12; 1; ;  ;  ; ; ; ; 
     547  34; 2;1; 3; 0;1; 3; 1;1;1;4;4
     547  34; 3; ;  ;  ; ;  ;  ; ; ; ; 
     547  38; 1;1; 9; 3; ;  ;  ; ; ; ; 
     547  38; 2;1;12; 0;1;12; 1; ; ; ; 
     547  41; 1;1;12; 0; ;  ;  ; ; ; ; 
     547  45; 1;1; 3; 5; ;  ;  ; ; ; ; 
     547  45; 2;1; 6;12;0;  ;  ; ; ; ; 
     547  45; 3;1; 4; 7; ;  ;  ; ; ; ; 
     547  45; 4;1; 4; 6;1; 4; 7; ; ; ; 
     547  45; 5;1; 3; 4;1; 3; 5; ; ; ; 
     547  45; 6;0;  ;  ; ;  ;  ; ; ; ; 
     547  48; 1;1; 5; 8; ;  ;  ; ; ; ; 
     547  48; 2;1; 6;12; ;  ;  ; ; ; ; 
     547  48; 3;1; 6; 0;1; 6;11; ; ; ; 
     547  48; 4;1; 4; 6;1; 4; 7;3;1;4;5
     547  48; 5;1; 3; 4;1; 3; 5;1;1;3;5
     547  48; 6;0;  ;  ; ;  ;  ; ; ; ; 
     547  52; 1;1; 5;10; ;  ;  ; ; ; ; 
     547  55; 1;1; 4; 6; ;  ;  ; ; ; ; 
     547  55; 2;1; 6;11;1; 6;12; ; ; ; 
     547  55; 3;1; 5; 8;1; 5; 9;1;1;5;5
     547  59; 1;1;98;  ; ;  ;  ; ; ; ; 
     547  59; 2;1; 4; 7; ;  ;  ; ; ; ; 
     547  59; 3;1; 5;10;0;  ;  ; ; ; ; 
     547  59; 4;1; 6;11;1; 6;12; ; ; ; 
     547  59; 5;1; 5; 8;1; 5; 9; ; ; ; 
     547  59; 6;0;  ;  ; ;  ;  ; ; ; ; 
     547  63; 1;1; 9; 3; ;  ;  ; ; ; ; 
     547  63; 2;1;12; 4; ;  ;  ; ; ; ; 
     547  63; 3;1; 3; 0;1; 3; 1;1;1;4;4
     547  66; 1;1; 5; 9; ;  ;  ; ; ; ; 
     547  66; 2;0;  ;  ; ;  ;  ; ; ; ; 
     547  70; 1;1;13; 1; ;  ;  ; ; ; ; 
     547  70; 2;1;13; 1; ;  ;  ; ; ; ; 
     547  70; 3;1; 4; 0;1; 4; 7;1;1;4;4
     547  70; 4;1; 3; 0;1; 3; 5;1;1;5;5
     547  70; 5;1; 1; 0;1; 1; 5;1;1;5;5
     547  73; 1;1; 2; 2; ;  ;  ; ; ; ; 
     547  73; 2;1; 4; 7; ;  ;  ; ; ; ; 
     547  73; 3;1; 5;10; ;  ;  ; ; ; ; 
     547  73; 4;1; 4; 0;1; 4; 7; ; ; ; 
     547  73; 5;1; 3; 0;1; 3; 2; ; ; ; 
     547  73; 6;1; 3; 0;1; 3; 5; ; ; ; 
     547  73; 7;1; 4; 6;1; 4; 6; ; ; ; 
     547  73; 8;1; 4; 7; ;  ;  ; ; ; ; 
     547  73; 9;1; 5; 0; ;  ;  ; ; ; ; 
     547  73;10;1; 4; 7;0;  ;  ; ; ; ; 
     547  73;11;1; 5; 9; ;  ;  ; ; ; ; 
     547  73;12;1; 5; 0;1; 5; 9; ; ; ; 
     547  73;13;1; 9; 0;1; 9; 1; ; ; ; 
     547  73;14; ;  ;  ; ;  ;  ; ; ; ; 
     547  77; 1;1; 5; 8; ;  ;  ; ; ; ; 
     547  77; 2;1; 6;12; ;  ;  ; ; ; ; 
     547  77; 3;0;  ;  ; ;  ;  ; ; ; ; 
     547  80; 1;1; 4; 7; ;  ;  ; ; ; ; 
     547  80; 2;1; 5; 8;0;  ;  ; ; ; ; 
     547  80; 3; ;  ;  ; ;  ;  ; ; ; ; 
     547  87; 1;1; 5; 0; ;  ;  ; ; ; ; 
     547  87; 2;1; 5; 8; ;  ;  ; ; ; ; 
     547  87; 3;1; 4; 6;1; 4; 7; ; ; ; 
     547  87; 4;0;  ;  ; ;  ;  ; ; ; ; 
     547  87; 5;0;  ;  ; ;  ;  ; ; ; ; 
     547  91; 1;1; 5; 9; ;  ;  ; ; ; ; 
     547  91; 2;1; 3; 3; ;  ;  ; ; ; ; 
     548   2; 1;1; 6;12; ;  ;  ; ; ; ; 
     548   7; 1;1;12; 4; ;  ;  ; ; ; ; 
     548  12; 1;1; 3; 5; ;  ;  ; ; ; ; 
     548  12; 2;1;98;  ; ;  ;  ; ; ; ; 
     548  12; 3;1; 5; 9; ;  ;  ; ; ; ; 
     548  22; 1;1;12; 4; ;  ;  ; ; ; ; 
     548  22; 2;1;12; 4; ;  ;  ; ; ; ; 
     548  22; 3;1; 5; 8;1; 5; 9;1;1;5;5
     548  22; 4;1; 4; 6;1; 4; 7;1;1;5;5
     548  22; 5;1; 1; 0;1; 1; 3;1;1;5;5
     548  27; 1;1; 6;12; ;  ;  ; ; ; ; 
     548  27; 2;1; 6;12;0;  ;  ; ; ; ; 
     548  27; 3;1; 5; 9;1; 5;10; ; ; ; 
     548  27; 4;1; 4; 6;1; 4; 7; ; ; ; 
     548  32; 1;1; 4; 7; ;  ;  ; ; ; ; 
     548  32; 2;1; 9; 2;1; 9; 3; ; ; ; 
     548  41; 1;0;  ;  ; ;  ;  ; ; ; ; 
     548  41; 2;0;  ;  ; ;  ;  ; ; ; ; 
     548  46; 1;1; 5; 9;0;  ;  ; ; ; ; 
     548  56; 1;1; 4; 0; ;  ;  ; ; ; ; 
     548  61; 1;1; 6;11; ;  ;  ; ; ; ; 
     548  61; 2;1; 5; 8;0;  ;  ; ; ; ; 
     548  61; 3;0;  ;  ; ;  ;  ; ; ; ; 
     548  61; 4;0;  ;  ; ;  ;  ;1;1;5;5
     548  66; 1;1; 3; 1; ;  ;  ; ; ; ; 
     548  66; 2;1; 4; 6;1; 4; 7; ; ; ; 
     548  71; 1;1; 3; 2;0;  ;  ; ; ; ; 
     548  71; 2; ;  ;  ; ;  ;  ; ; ; ; 
     548  76; 1;1; 4; 6; ;  ;  ; ; ; ; 
     548  81; 1;1; 9; 3; ;  ;  ; ; ; ; 
     548  81; 2;1;12; 4; ;  ;  ; ; ; ; 
     548  81; 3;1; 5; 8;1; 5; 9;1;1;5;5
     548  85; 1;1;98;  ; ;  ;  ; ; ; ; 
     548  85; 2;0;  ;  ; ;  ;  ; ; ; ; 
