MCASEID;MV301;MV302;MREC31_GROUP_01;MREC31_GROUP_02;MREC31_GROUP_03;MREC31_GROUP_04;MREC31_GROUP_05;MREC31_GROUP_06;MREC31_GROUP_07;MREC31_GROUP_08;MREC31_GROUP_09;MREC31_GROUP_10;MREC31_GROUP_11;MREC31_GROUP_12;MREC31_GROUP_13;MREC31_GROUP_14;MREC31_GROUP_15;MREC31_GROUP_16;MREC31_GROUP_17;MREC31_GROUP_18;MREC31_GROUP_19;MREC31_GROUP_20
     265  87  3;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     265  96  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     265 104  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     266  38  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     266  47  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     266  51  1;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     267  16  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     267  71  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     267 125  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     267 144  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     267 216  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     268  12  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     268  18  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     268  24  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     268  30  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     268  49  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     268  55  1;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     268  61  2;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     268  73  3;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     269  12  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;10  ;18  ;10  ;10  ;10  ;38  ;38  
     269  31  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 1;28  ;11 0;10  ;18  ;10  ;10  ;10  ;38  ;38  
     269  49  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     269  59  5;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     269  68  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;10  ;18  ;10  ;10  ;10  ;38  ;38  
     269  87  2;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     269  96  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;10  ;18  ;10  ;10  ;10  ;38  ;38  
     269 115  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 1;28  ;11 0;10  ;18  ;10  ;10  ;10  ;38  ;38  
     269 115  3;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;11 0;10  ;18  ;10  ;10  ;10  ;38  ;38  
     270   7  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     270  25  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     270  33  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     270  42  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;10  ;18  ;11 0;10  ;11 0;38  ;38  
     270  51  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     270  60  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     270  69  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     270  78  1;3; ;11 0;11 0;11 1;18  ;11 1;11 0;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     270  95  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     270 104  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 1;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     271  17  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     271  28  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     271  38  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     271  48  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     271  59  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     271  80  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     271 101  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;10  ;18  ;10  ;10  ;11 0;38  ;38  
     271 132  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     272   1  3;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     272   9  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     272   9  3;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;11 0;10  ;18  ;11 0;10  ;11 0;38  ;38  
     272   9  4;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     272   9  6;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;20  ;20  ;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     272  17  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     272  25  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     272  25  3;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     272  25  4;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     272  33  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     272  33  3;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     272  41  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;31 0;11 0;28  ;11 0;10  ;18  ;11 0;10  ;11 0;38  ;38  
     272  49  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     272  65  3;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     273   3  4;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     273  66  2;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     273  66  3;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     273  78  2;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     273  78  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     273  78  4;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     274  26  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     274  54  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     274  83  4;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     274 112  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     274 140  1;3; ;11 0;11 1;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     274 197  2;3; ;10  ;10  ;11 0;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     274 197  4;3; ;10  ;10  ;10  ;18  ;11 1;10  ;10  ;21 0;20  ;30  ;10  ;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     274 226  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     274 255  1;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     274 283  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     275   8  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     275   8  2;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     275  16  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     275  33  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     275  50  2;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     275  75  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     275  83  1;3; ;11 1;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     275  83  3;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     275  83  4;3; ;10  ;11 0;11 0;18  ;11 1;11 0;11 0;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;11 0;10  ;10  ;38  ;38  
     275  91  4;3; ;11 0;11 1;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     275 100  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     276   3  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     276   3  4;3; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     276  23  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     276  42  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     276  51  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     276  61  2;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     276  80  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     276  90  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     276 100  2;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     276 119  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     276 119  4;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     277  17  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     277  26  2;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     277  45  2;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     277  73  1;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;21 0;30  ;11 1;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     277  83  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 1;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     278  16  1;3; ;11 0;11 1;11 0;18  ;11 1;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     278  16  3;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     278  25  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     278  33  1;3; ;10  ;11 0;11 0;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     278  60  3;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     278  78  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     278  78  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     278  95  7;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;20  ;21 0;31 0;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     278 113  1;3; ;11 0;10  ;11 0;18  ;11 1;11 0;11 0;20  ;20  ;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     279   1  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     279  13  1;3; ;11 0;11 0;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     279  48  2;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     279  48  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     279  71  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     279  94  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     279  94  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     279 129  1;3; ;10  ;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;10  ;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     280   3  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     280  22  1;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;21 0;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     280  28  1;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;20  ;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     280  35  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     280  47  1;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     280  78  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;20  ;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     281  17  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     281  35  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     281  86  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     282  37  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     282  37  3;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     282  73  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     283   3  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     283  11  3;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     283  19  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     283  27  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     283  35  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     283  59  1;3; ;11 1;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     283  67  1;3; ;11 0;11 0;10  ;18  ;11 1;11 0;11 0;20  ;21 0;30  ;11 1;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     283  75  3;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     283  83  1;3; ;11 0;10  ;11 1;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     283  91  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;20  ;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     283  99  1;3; ;11 0;11 0;11 1;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     283  99  3;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     284  96  1;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     284  96  5;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     284 130  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     284 146  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     284 196  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     284 213  2;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     285  25  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     285  42  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
