MCASEID;MV301;MV302;MREC31_GROUP_01;MREC31_GROUP_02;MREC31_GROUP_03;MREC31_GROUP_04;MREC31_GROUP_05;MREC31_GROUP_06;MREC31_GROUP_07;MREC31_GROUP_08;MREC31_GROUP_09;MREC31_GROUP_10;MREC31_GROUP_11;MREC31_GROUP_12;MREC31_GROUP_13;MREC31_GROUP_14;MREC31_GROUP_15;MREC31_GROUP_16;MREC31_GROUP_17;MREC31_GROUP_18;MREC31_GROUP_19;MREC31_GROUP_20
      13  84  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      13  91  3;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      13  91  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      14   7  3;3; ;10  ;10  ;11 0;18  ;11 1;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      14  16  1;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      14  24  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      14  77  1;3; ;11 1;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
      14  86  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      14  86  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      14  94  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      14 103  1;3; ;11 0;10  ;11 1;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      14 112  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      14 112  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      15  10  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      15  28  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      15  46  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      15  46  2;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      15  55  2;3; ;11 0;10  ;11 1;18  ;11 0;10  ;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
      15  73  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
      15  82  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      15  82  6;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      15  82  9;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
      15  91  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      15  91  6;3; ;10  ;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      15  91  7;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      16   1  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      16   6  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;31 1;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      16  14  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      16  18  2;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;20  ;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      16  18  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      16  18  9;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 1;38  ;38  
      16  26  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      16  30  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      16  39  1;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      16  43  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      16  47  4;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;31 1;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      16  51  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      17   9  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      17  18  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
      17  36  2;3; ;11 1;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      17  45  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;20  ;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 1;38  ;38  
      17  54  2;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      17  54  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      17  63  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;20  ;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      17  63  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;20  ;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      17  72  2;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      17  72  3;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      17  82  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      17  91  2;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 1;38  ;38  
      17  91  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      17 100  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;21 0;20  ;31 0;11 0;28  ;10  ;10  ;18  ;10  ;10  ;11 0;38  ;38  
      17 109  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      171100  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      18  27  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
      18  27  4;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      18  49  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 1;38  ;38  
      18  60  2;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      18  60  5;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      18  71  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      18  82  2;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 1;38  ;38  
      18  93  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      18  93  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      18 104  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      18 115  2;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      18 136  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      19  12  1;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;21 0;20  ;31 0;10  ;28  ;10  ;10  ;18  ;10  ;10  ;11 0;38  ;38  
      19  16  2;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;11 1;38  ;38  
      19  21  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;11 1;38  ;38  
      19  25  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      19  39  1;3; ;11 0;10  ;11 0;18  ;10  ;10  ;10  ;21 0;21 0;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;11 0;38  ;38  
      19  44  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      19  53  2;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      19  53  3;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      20  29  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      20  36  1;3; ;11 0;10  ;11 1;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;11 0;11 0;38  ;38  
      20  44  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      20  51  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      20  74  2;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      20  82  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;31 0;11 1;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      20  89  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      21  15  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 1;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      21  31  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      21  31  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      21  52  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;31 1;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      21  62  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      21  68  1;3; ;11 0;11 0;11 1;18  ;11 0;10  ;10  ;21 0;20  ;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      22   1  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      22  15  2;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 1;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
      22  22  2;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      22  29  1;3; ;11 0;10  ;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      22  50  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      22  71  3;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      22  71  4;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      23   5  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      23  12  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      23  19  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      23  19  6;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      23  25  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      23  32  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 1;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      23  80  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      23  87  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      24  13  1;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      24  42  1;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 1;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      24  80  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;20  ;30  ;11 0;28  ;11 0;10  ;18  ;10  ;10  ;10  ;38  ;38  
      24  80  6;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      24  87  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      25   4  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      25  13  3;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      25  13  4;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      25  37  3;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      25  45  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 1;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      25  45  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      25  61  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      25  70  3;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      25  70  4;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      25  78  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      25  78  4;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      25 102  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      26   5  2;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      26  52  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      26  87  1;3; ;11 0;10  ;11 1;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      26 146  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      27  55  1;3; ;11 0;10  ;11 1;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      27 110  1;3; ;11 0;10  ;11 1;18  ;11 0;11 0;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      27 144  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;20  ;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      27 144  4;2; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      28   2  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      28   2  5;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      28   2  6;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      28   9  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      28  15  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      28  28  1;3; ;11 0;10  ;11 1;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      28  47  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      28  47  7;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      28  47  8;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      28  53  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      28  60  2;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;20  ;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      28  66  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      28  73  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;31 0;11 1;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      28  73  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      28  79  2;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      29   2  3;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;11 0;38  ;38  
      29  11  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      29  27  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;20  ;31 0;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 1;38  ;38  
      29  27  6;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
      29  35  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;11 0;38  ;38  
      29  43  3;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
      29  51  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 1;38  ;38  
      29  59  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
      29  76  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 1;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
      29  76  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;21 0;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
      29  84  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;20  ;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
