MCASEID;MV000;MV001;MV002;MV003;MV004;MV005;MV006;MV007;MV008;MV008A;MV009;MV010;MV011;MV012;MV013;MV014;MV015;MV016;MV021;MV022;MV023;MV024;MV025;MV026;MV027;MV028;MV029;MV030;MV031;MV032;MREC01_GROUP_1;MREC01_GROUP_2;MREC01_GROUP_3;MREC01_GROUP_4;MREC01_GROUP_5;MREC01_GROUP_6;MREC01_GROUP_7;MREC01_GROUP_8;MV035;MV045A;MV045B;MV045C;MV046;MV047;MV048;MV801;MV802;MV803
     536  66  1;MZ8;   536;    66;  1; 536;       0; 9;2022;1473;44826;  ;    ;    ;  ;  ; ;2;22; 536;  19;  19;10;1; ;3; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     536  75  2;MZ8;   536;    75;  2; 536; 1229860; 9;2022;1473;44824; 4;1995;1144;27; 3;1;1;20; 536;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 3 23;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ; 905; 925;20
     536  83  2;MZ8;   536;    83;  2; 536;       0; 9;2022;1473;44825;  ;    ;    ;  ;  ; ;2;21; 536;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     536  83  3;MZ8;   536;    83;  3; 536; 1229860; 9;2022;1473;44825; 2;2002;1226;20; 2;1;1;21; 536;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1629;1651;22
     536  92  2;MZ8;   536;    92;  2; 536; 1229860; 9;2022;1473;44826; 2;1999;1190;23; 2;1;1;22; 536;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ; 823; 902;39
     536 101  1;MZ8;   536;   101;  1; 536; 1229860; 9;2022;1473;44825;11;1999;1199;22; 2;1;1;21; 536;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1217;1251;34
     536 110  1;MZ8;   536;   110;  1; 536;       0; 9;2022;1473;44825;  ;    ;    ;  ;  ; ;2;21; 536;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     537   4  1;MZ8;   537;     4;  1; 537; 1401600;10;2022;1474;44840; 4;1994;1132;28; 3;1;1; 6; 537;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ; 2 26;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ; 815; 853;96
     537  32  1;MZ8;   537;    32;  1; 537; 1401600;10;2022;1474;44838; 8;1971; 860;51; 8;1;1; 4; 537;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ; 2 51;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1311;1344;33
     537  32  5;MZ8;   537;    32;  5; 537; 1401600;10;2022;1474;44838; 8;2006;1280;16; 1;1;1; 4; 537;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1353;1411;18
     537  59  3;MZ8;   537;    59;  3; 537; 1401600;10;2022;1474;44838; 5;1998;1181;24; 2;1;1; 4; 537;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1208;1231;23
     537  59  4;MZ8;   537;    59;  4; 537; 1401600;10;2022;1474;44837; 3;2003;1239;19; 1;1;1; 3; 537;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1148;1157;96
     537  59  5;MZ8;   537;    59;  5; 537; 1401600;10;2022;1474;44837; 8;2005;1268;17; 1;1;1; 3; 537;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1202;1218;16
     537  68  1;MZ8;   537;    68;  1; 537; 1401600;10;2022;1474;44837; 2;1971; 854;51; 8;1;1; 3; 537;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ; 2 45;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ; 931; 959;28
     537  68  3;MZ8;   537;    68;  3; 537; 1401600;10;2022;1474;44839; 9;2000;1209;22; 2;1;1; 5; 537;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ; 5 19;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ; 813; 842;96
     537  86  1;MZ8;   537;    86;  1; 537;       0;10;2022;1474;44840;  ;    ;    ;  ;  ; ;2; 6; 537;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     537 104  1;MZ8;   537;   104;  1; 537;       0;10;2022;1474;44840;  ;    ;    ;  ;  ; ;7; 6; 537;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     537 104  3;MZ8;   537;   104;  3; 537; 1401600;10;2022;1474;44840; 1;2007;1285;15; 1;1;1; 6; 537;  19;  19;10;1; ;4; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1521;1536;96
     537 113  1;MZ8;   537;   113;  1; 537;       0;10;2022;1474;44840;  ;    ;    ;  ;  ; ;7; 6; 537;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     538  26  1;MZ8;   538;    26;  1; 538;       0;10;2022;1474;44838;  ;    ;    ;  ;  ; ;2; 4; 538;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     538  35  2;MZ8;   538;    35;  2; 538; 1286854;10;2022;1474;44838;10;2004;1258;18; 1;1;1; 4; 538;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1128;1145;17
     538  44  1;MZ8;   538;    44;  1; 538;       0;10;2022;1474;44838;  ;    ;    ;  ;  ; ;2; 4; 538;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     538  61  1;MZ8;   538;    61;  1; 538; 1286854;10;2022;1474;44840; 2;2000;1202;22; 2;1;1; 6; 538;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ; 800; 833;33
     538  70  1;MZ8;   538;    70;  1; 538; 1286854;10;2022;1474;44838; 5;1981; 977;41; 6;1;1; 4; 538;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 0 40; 2 35;     ;     ;     ;     ;     ;     ;2;  2;  2;  2;0;   14;     ; 933;1011;38
     538  88  1;MZ8;   538;    88;  1; 538; 1286854;10;2022;1474;44840;11;1984;1019;37; 5;1;1; 6; 538;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ; 2 35;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1216;1255;96
     538 106  2;MZ8;   538;   106;  2; 538; 1286854;10;2022;1474;44837; 6;2004;1254;18; 1;1;1; 3; 538;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1313;1332;19
     538 115  1;MZ8;   538;   115;  1; 538; 1286854;10;2022;1474;44839; 4;1974; 892;48; 7;1;1; 5; 538;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ; 824; 852;96
     539   8  1;MZ8;   539;     8;  1; 539; 1959864;10;2022;1474;44859; 4;1992;1108;30; 4;1;1;25; 539;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ; 2 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  3;  3;0;   13;     ;1144;1216;96
     539  25  1;MZ8;   539;    25;  1; 539; 1959864;10;2022;1474;44859; 7;1991;1099;31; 4;1;1;25; 539;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ; 2 29;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ; 932; 959;27
     539  58  2;MZ8;   539;    58;  2; 539;       0;10;2022;1474;44858;  ;    ;    ;  ;  ; ;6;24; 539;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     539  75  1;MZ8;   539;    75;  1; 539; 1959864;10;2022;1474;44858; 1;1991;1093;31; 4;1;1;24; 539;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ; 2 29;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1146;1210;24
     539  84  1;MZ8;   539;    84;  1; 539;       0;10;2022;1474;44861;  ;    ;    ;  ;  ; ;2;27; 539;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     539  92  1;MZ8;   539;    92;  1; 539;       0;10;2022;1474;44860;  ;    ;    ;  ;  ; ;2;26; 539;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     539  92  3;MZ8;   539;    92;  3; 539; 1959864;10;2022;1474;44859; 1;2007;1285;15; 1;1;1;25; 539;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1015;1038;23
     540  10  1;MZ8;   540;    10;  1; 540; 1293509;12;2022;1476;44908; 1;1981; 973;41; 6;3;1;13; 540;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ; 0 26;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1417;1437;20
     540  18  1;MZ8;   540;    18;  1; 540; 1293509;12;2022;1476;44909; 7;1992;1111;30; 4;1;1;14; 540;  19;  19;10;1; ;4; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1301;1324;96
     540  25  4;MZ8;   540;    25;  4; 540;       0;12;2022;1476;44908;  ;    ;    ;  ;  ; ;6;13; 540;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     540  40  1;MZ8;   540;    40;  1; 540; 1293509;12;2022;1476;44907; 7;1985;1027;37; 5;1;1;12; 540;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ; 0 31;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1359;1427;28
     540  56  2;MZ8;   540;    56;  2; 540; 1293509;12;2022;1476;44907; 6;1991;1098;31; 4;1;1;12; 540;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ; 8 28;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1111;1133;22
     540  56  3;MZ8;   540;    56;  3; 540; 1293509;12;2022;1476;44907; 6;2004;1254;18; 1;1;1;12; 540;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1435;1446;96
     540  63  4;MZ8;   540;    63;  4; 540; 1293509;12;2022;1476;44907; 1;2000;1201;22; 2;1;1;12; 540;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ; 914; 940;26
     540  71  3;MZ8;   540;    71;  3; 540; 1293509;12;2022;1476;44907; 8;2005;1268;17; 1;1;1;12; 540;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1305;1325;20
     540  79  1;MZ8;   540;    79;  1; 540; 1293509;12;2022;1476;44908; 6;1985;1026;37; 5;1;1;13; 540;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ; 2 33;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1201;1222;21
     540  79  4;MZ8;   540;    79;  4; 540; 1293509;12;2022;1476;44909;11;1996;1163;26; 3;1;1;14; 540;  19;  19;10;1; ;4; 1304;   ; 1300;     ;   ; 3 31;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1059;1106;96
     540  94  5;MZ8;   540;    94;  5; 540; 1293509;12;2022;1476;44908; 7;2005;1267;17; 1;1;1;13; 540;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ; 919; 956;96
     541   5  3;MZ8;   541;     5;  3; 541; 1224916;10;2022;1474;44847; 4;2001;1216;21; 2;1;1;13; 541;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1550;1616;96
     541   5  4;MZ8;   541;     5;  4; 541; 1224916;10;2022;1474;44846;12;2006;1284;15; 1;1;1;12; 541;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ; 931; 945;14
     541  13  4;MZ8;   541;    13;  4; 541; 1224916;10;2022;1474;44846; 8;1992;1112;30; 4;1;1;12; 541;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ; 853; 917;96
     541  21  1;MZ8;   541;    21;  1; 541; 1224916;10;2022;1474;44845; 9;1981; 981;41; 6;1;1;11; 541;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ; 2 36; 0 30;     ;     ;     ;     ;     ;     ;2;  2;  2;  2;0;   13;     ;1039;1111;32
     541  36  4;MZ8;   541;    36;  4; 541;       0;10;2022;1474;44848;  ;    ;    ;  ;  ; ;2;14; 541;  19;  19;10;1; ;4; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     541  44  1;MZ8;   541;    44;  1; 541; 1224916;10;2022;1474;44846;11;1985;1031;36; 5;1;1;12; 541;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ; 2 33;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1717;1744;96
     541  51  1;MZ8;   541;    51;  1; 541;       0;10;2022;1474;44847;  ;    ;    ;  ;  ; ;7;13; 541;  19;  19;10;1; ;4; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     541  51  4;MZ8;   541;    51;  4; 541; 1224916;10;2022;1474;44845;12;2006;1284;15; 1;1;1;11; 541;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1343;1404;21
     541  90  2;MZ8;   541;    90;  2; 541; 1224916;10;2022;1474;44848; 6;2005;1266;17; 1;1;1;14; 541;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1057;1122;25
     541  98  1;MZ8;   541;    98;  1; 541;       0;10;2022;1474;44848;  ;    ;    ;  ;  ; ;2;14; 541;  19;  19;10;1; ;4; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     542  11  2;MZ8;   542;    11;  2; 542;       0;12;2022;1476;44907;  ;    ;    ;  ;  ; ;6;12; 542;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     542  11  3;MZ8;   542;    11;  3; 542; 2167780;12;2022;1476;44908; 6;2004;1254;18; 1;1;1;13; 542;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1120;1144;96
     542  27  1;MZ8;   542;    27;  1; 542; 2167780;12;2022;1476;44907; 9;1977; 933;45; 7;1;1;12; 542;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 37;     ;     ;     ;     ;     ;     ;     ;1;  2;  3;  3;0;   14;     ;1723;1750;27
     542  27  3;MZ8;   542;    27;  3; 542;       0;12;2022;1476;44909;  ;    ;    ;  ;  ; ;2;14; 542;  19;  19;10;1; ;3; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     542  27  5;MZ8;   542;    27;  5; 542; 2167780;12;2022;1476;44907; 9;2007;1293;15; 1;1;1;12; 542;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1752;1812;20
     542 108  6;MZ8;   542;   108;  6; 542;       0;12;2022;1476;44908;  ;    ;    ;  ;  ; ;2;13; 542;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     542 125  1;MZ8;   542;   125;  1; 542; 2167780;12;2022;1476;44908; 2;1970; 842;52; 8;1;1;13; 542;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 40;     ;     ;     ;     ;     ;     ;     ;1;  2;  3;  3;0;   14;     ;1657;1739;42
     542 174  3;MZ8;   542;   174;  3; 542; 2167780;12;2022;1476;44908; 9;2002;1233;20; 2;1;1;13; 542;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1518;1549;31
     542 190  1;MZ8;   542;   190;  1; 542; 2167780;12;2022;1476;44908; 1;1998;1177;24; 2;3;1;13; 542;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 0 22;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1817;1837;20
     542 206  2;MZ8;   542;   206;  2; 542;       0;12;2022;1476;44908;  ;    ;    ;  ;  ; ;2;13; 542;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     543   1  1;MZ8;   543;     1;  1; 543; 1207700; 8;2022;1472;44791; 3;1969; 831;53; 8;1;1;18; 543;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 33;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1555;1639;44
     543   1  4;MZ8;   543;     1;  4; 543;       0; 8;2022;1472;44793;  ;    ;    ;  ;  ; ;2;20; 543;  19;  19;10;1; ;3; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     543  10  2;MZ8;   543;    10;  2; 543; 1207700; 8;2022;1472;44790; 1;2005;1261;17; 1;1;1;17; 543;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1101;1140;96
     543  19  2;MZ8;   543;    19;  2; 543; 1207700; 8;2022;1472;44791;12;1994;1140;27; 3;1;1;18; 543;  19;  19;10;1; ;3; 1404;   ; 1400;     ;   ; 1 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1050;1120;96
     543  36  2;MZ8;   543;    36;  2; 543; 1207700; 8;2022;1472;44792; 7;1999;1195;23; 2;1;1;19; 543;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ; 7 26;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1134;1204;96
     543  36  4;MZ8;   543;    36;  4; 543; 1207700; 8;2022;1472;44791; 8;2006;1280;16; 1;1;1;18; 543;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1512;1538;96
     543  63  1;MZ8;   543;    63;  1; 543;       0; 8;2022;1472;44792;  ;    ;    ;  ;  ; ;2;19; 543;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     543  63  3;MZ8;   543;    63;  3; 543; 1207700; 8;2022;1472;44791; 1;2006;1273;16; 1;1;1;18; 543;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;2121;2137;16
     543  72  3;MZ8;   543;    72;  3; 543;       0; 8;2022;1472;44793;  ;    ;    ;  ;  ; ;2;20; 543;  19;  19;10;1; ;3; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     543  89  1;MZ8;   543;    89;  1; 543; 1207700; 8;2022;1472;44792; 8;1974; 896;48; 7;1;1;19; 543;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 39;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1228;1323;55
     543  98  3;MZ8;   543;    98;  3; 543;       0; 8;2022;1472;44792;  ;    ;    ;  ;  ; ;2;19; 543;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     543 107  2;MZ8;   543;   107;  2; 543; 1207700; 8;2022;1472;44790; 2;2007;1286;15; 1;1;1;17; 543;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1415;1432;17
     544   3  1;MZ8;   544;     3;  1; 544;  959933;11;2022;1475;44868; 4;1982; 988;40; 6;1;1; 3; 544;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 30;     ;     ;     ;     ;     ;     ;     ;1;  2;  3;  3;0;   14;     ;1511;1600;49
     544  10  1;MZ8;   544;    10;  1; 544;  959933;11;2022;1475;44869; 6;1978; 942;44; 6;1;1; 4; 544;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 0 39; 2 42; 0 28; 0 23;     ;     ;     ;     ;4;  2;  3;  3;0;   14;     ;1031;1106;35
     544  10  4;MZ8;   544;    10;  4; 544;  959933;11;2022;1475;44869; 8;2007;1292;15; 1;1;1; 4; 544;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  3;  3;0;   14;     ;1300;1319;19
     544  10  8;MZ8;   544;    10;  8; 544;  959933;11;2022;1475;44870; 9;2001;1221;21; 2;1;1; 5; 544;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1644;1703;96
     544  16  1;MZ8;   544;    16;  1; 544;  959933;11;2022;1475;44870; 6;1994;1134;28; 3;1;1; 5; 544;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ; 2 26;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1020;1047;96
     544  34  1;MZ8;   544;    34;  1; 544;  959933;11;2022;1475;44869; 7;1999;1195;23; 2;1;1; 4; 544;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  3;  3;0;   14;     ; 907; 945;38
     544  40  2;MZ8;   544;    40;  2; 544;  959933;11;2022;1475;44871; 9;1999;1197;23; 2;1;1; 6; 544;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ; 3 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ; 709; 739;96
     544  40  4;MZ8;   544;    40;  4; 544;  959933;11;2022;1475;44869; 1;2003;1237;19; 1;1;1; 4; 544;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  3;  3;0;   14;     ;1226;1248;22
     544  40  5;MZ8;   544;    40;  5; 544;  959933;11;2022;1475;44870;12;2003;1248;18; 1;1;1; 5; 544;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  3;  3;0;   14;     ;1723;1749;96
     544  46  1;MZ8;   544;    46;  1; 544;  959933;11;2022;1475;44870; 4;1984;1012;38; 5;1;1; 5; 544;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 36;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1102;1326;95
     544  53  1;MZ8;   544;    53;  1; 544;  959933;11;2022;1475;44871; 4;2003;1240;19; 1;1;1; 6; 544;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ; 2 18; 0 19;     ;     ;     ;     ;     ;     ;2;  2;  3;  3;0;   14;     ; 621; 649;96
     544  65  1;MZ8;   544;    65;  1; 544;  959933;11;2022;1475;44869; 7;1983;1003;39; 5;1;1; 4; 544;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 32;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1403;1436;33
     544  71  1;MZ8;   544;    71;  1; 544;  959933;11;2022;1475;44869; 7;1994;1135;28; 3;1;1; 4; 544;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  3;  3;0;   14;     ;1721;1738;96
     544  77  1;MZ8;   544;    77;  1; 544;  959933;11;2022;1475;44869; 9;2005;1269;17; 1;1;1; 4; 544;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1651;1713;22
     545  22  1;MZ8;   545;    22;  1; 545; 1500311;12;2022;1476;44911;12;1983;1008;39; 5;3;1;16; 545;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ; 0 28;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1842;1849;96
     545  28  1;MZ8;   545;    28;  1; 545; 1500311;12;2022;1476;44912; 5;1979; 953;43; 6;1;1;17; 545;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1244;1330;46
     545  28  2;MZ8;   545;    28;  2; 545; 1500311;12;2022;1476;44912;12;1971; 864;51; 8;1;1;17; 545;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 0 52;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1346;1436;50
