MCASEID;MV000;MV001;MV002;MV003;MV004;MV005;MV006;MV007;MV008;MV008A;MV009;MV010;MV011;MV012;MV013;MV014;MV015;MV016;MV021;MV022;MV023;MV024;MV025;MV026;MV027;MV028;MV029;MV030;MV031;MV032;MREC01_GROUP_1;MREC01_GROUP_2;MREC01_GROUP_3;MREC01_GROUP_4;MREC01_GROUP_5;MREC01_GROUP_6;MREC01_GROUP_7;MREC01_GROUP_8;MV035;MV045A;MV045B;MV045C;MV046;MV047;MV048;MV801;MV802;MV803
       8  25  2;MZ8;     8;    25;  2;   8;       0;10;2022;1474;44859;  ;    ;    ;  ;  ; ;2;25;   8;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    1;     ;    ;    ;  
       8  36  1;MZ8;     8;    36;  1;   8; 1178377;10;2022;1474;44859; 3;1982; 987;40; 6;1;1;25;   8;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    1;     ;1052;1111;19
       8  83  1;MZ8;     8;    83;  1;   8; 1178377;10;2022;1474;44859; 6;1991;1098;31; 4;1;1;25;   8;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 19;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ; 858; 926;28
       8  95  1;MZ8;     8;    95;  1;   8; 1178377;10;2022;1474;44858; 4;1984;1012;38; 5;1;1;24;   8;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 27;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1343;1421;38
       8 107  2;MZ8;     8;   107;  2;   8; 1178377;10;2022;1474;44857; 3;1989;1071;33; 4;1;1;23;   8;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 1 22;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1451;1523;32
       8 107  6;MZ8;     8;   107;  6;   8; 1178377;10;2022;1474;44857; 3;2004;1251;18; 1;1;1;23;   8;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    1;     ;1410;1433;23
       8 118  7;MZ8;     8;   118;  7;   8; 1178377;10;2022;1474;44858; 1;2003;1237;19; 1;1;1;24;   8;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 6 13;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    1;     ;1038;1102;24
       8 130  3;MZ8;     8;   130;  3;   8; 1178377;10;2022;1474;44858; 8;2007;1292;15; 1;1;1;24;   8;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    1;     ;1226;1245;19
       9   1  1;MZ8;     9;     1;  1;   9;  785994;10;2022;1474;44863; 2;1976; 914;46; 7;1;1;29;   9;   1;   1; 1;1; ;2;  104;   ;  100;     ;   ; 2 52;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1202;1222;96
       9  11  7;MZ8;     9;    11;  7;   9;  785994;10;2022;1474;44865; 3;1996;1155;26; 3;1;1;31;   9;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 3 16;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1521;1544;23
       9  11  8;MZ8;     9;    11;  8;   9;  785994;10;2022;1474;44865; 5;1994;1133;28; 3;1;1;31;   9;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1710;1727;17
       9  21  1;MZ8;     9;    21;  1;   9;  785994;10;2022;1474;44864; 5;1979; 953;43; 6;1;1;30;   9;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 32; 0 25;     ;     ;     ;     ;     ;     ;2;  2;  2;  2;0;    1;     ;1113;1141;28
       9  31  3;MZ8;     9;    31;  3;   9;  785994;10;2022;1474;44865; 6;2002;1230;20; 2;1;1;31;   9;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    1;     ;1748;1800;12
       9  31  4;MZ8;     9;    31;  4;   9;  785994;10;2022;1474;44865; 7;2005;1267;17; 1;1;1;31;   9;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    1;     ;1811;1825;14
       9  31  5;MZ8;     9;    31;  5;   9;  785994;10;2022;1474;44865; 9;2007;1293;15; 1;1;1;31;   9;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;1;    1;     ;1735;1743; 8
       9  51  1;MZ8;     9;    51;  1;   9;  785994;10;2022;1474;44865;10;2000;1210;22; 2;1;1;31;   9;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 19;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ; 908; 934;26
       9  80  1;MZ8;     9;    80;  1;   9;  785994;10;2022;1474;44864; 4;1979; 952;43; 6;1;1;30;   9;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 42;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1424;1449;25
       9  80  3;MZ8;     9;    80;  3;   9;  785994;10;2022;1474;44865; 9;2007;1293;15; 1;1;1;31;   9;   1;   1; 1;1; ;2;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    1;     ;1310;1324;96
       9  90  3;MZ8;     9;    90;  3;   9;  785994;10;2022;1474;44864;11;2003;1247;18; 1;1;1;30;   9;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    1;     ;1517;1537;20
       9 100  1;MZ8;     9;   100;  1;   9;  785994;10;2022;1474;44865; 7;1972; 871;50; 8;1;1;31;   9;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 40;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    1;     ;1020;1045;25
       9 110  1;MZ8;     9;   110;  1;   9;  785994;10;2022;1474;44864; 4;1999;1192;23; 2;1;1;30;   9;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 19;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1607;1630;23
      10   7  4;MZ8;    10;     7;  4;  10;  614119;10;2022;1474;44862; 9;2002;1233;20; 2;1;1;28;  10;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    1;     ;1025;1042;17
      10  15  1;MZ8;    10;    15;  1;  10;  614119;10;2022;1474;44862; 5;1996;1157;26; 3;1;1;28;  10;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1943;2006;23
      10  31  3;MZ8;    10;    31;  3;  10;  614119;10;2022;1474;44862;10;2007;1294;15; 1;1;1;28;  10;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    1;     ; 846; 904;18
      10  38  1;MZ8;    10;    38;  1;  10;  614119;10;2022;1474;44862; 7;1982; 991;40; 6;1;1;28;  10;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 28;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1732;1810;38
      10  62  2;MZ8;    10;    62;  2;  10;  614119;10;2022;1474;44860; 4;1994;1132;28; 3;1;1;26;  10;   1;   1; 1;1; ;2;  104;   ;  100;     ;   ; 1 30;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1509;1530;96
      10  69  1;MZ8;    10;    69;  1;  10;  614119;10;2022;1474;44862; 2;1997;1166;25; 3;1;1;28;  10;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 19;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ; 726; 804;38
      10  85  2;MZ8;    10;    85;  2;  10;  614119;10;2022;1474;44862;10;2007;1294;15; 1;1;1;28;  10;   1;   1; 1;1; ;2;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    1;     ;1924;1942;96
      10 101  1;MZ8;    10;   101;  1;  10;  614119;10;2022;1474;44861; 5;2000;1205;22; 2;1;1;27;  10;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 18;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1246;1320;34
      11  10  1;MZ8;    11;    10;  1;  11;  698374;10;2022;1474;44856; 4;1969; 832;53; 8;1;1;22;  11;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 43;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    1;     ;1821;1839;18
      11  20  1;MZ8;    11;    20;  1;  11;  698374;10;2022;1474;44856; 9;2002;1233;20; 2;1;1;22;  11;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 18;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    1;     ;1802;1819;17
      11  40  1;MZ8;    11;    40;  1;  11;  698374;10;2022;1474;44854; 7;1978; 943;44; 6;1;1;20;  11;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 35;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1408;1445;37
      11  51  2;MZ8;    11;    51;  2;  11;  698374;10;2022;1474;44855; 2;1997;1166;25; 3;1;1;21;  11;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 1 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    1;     ;1549;1613;24
      11  61  1;MZ8;    11;    61;  1;  11;  698374;10;2022;1474;44856;11;1994;1139;27; 3;1;1;22;  11;   1;   1; 1;1; ;2;  104;   ;  100;     ;   ; 2 18;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    1;     ;1840;1841;96
      11  71  2;MZ8;    11;    71;  2;  11;  698374;10;2022;1474;44855; 4;1994;1132;28; 3;1;1;21;  11;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 1 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    1;     ;1239;1302;23
      11  71  7;MZ8;    11;    71;  7;  11;  698374;10;2022;1474;44855;12;2006;1284;15; 1;1;1;21;  11;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    1;     ;1317;1332;15
      11  82  1;MZ8;    11;    82;  1;  11;  698374;10;2022;1474;44855; 3;1994;1131;28; 3;1;1;21;  11;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    1;     ;1049;1117;28
      11 102  1;MZ8;    11;   102;  1;  11;  698374;10;2022;1474;44856;10;1995;1150;27; 3;1;1;22;  11;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 25;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    1;     ;1412;1434;22
      11 113  1;MZ8;    11;   113;  1;  11;  698374;10;2022;1474;44855; 5;1973; 881;49; 7;1;1;21;  11;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 50;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    1;     ;1400;1432;32
      11 113  4;MZ8;    11;   113;  4;  11;  698374;10;2022;1474;44856; 3;2005;1263;17; 1;1;1;22;  11;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    1;     ;1257;1315;18
      11 113  5;MZ8;    11;   113;  5;  11;  698374;10;2022;1474;44855; 3;2007;1287;15; 1;1;1;21;  11;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    1;     ;1440;1454;14
      11 123  1;MZ8;    11;   123;  1;  11;  698374;10;2022;1474;44856; 1;1972; 865;50; 8;1;1;22;  11;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 40;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;1;    1;     ;1506;1532;26
      11 133  1;MZ8;    11;   133;  1;  11;  698374;10;2022;1474;44855; 6;1986;1038;36; 5;1;1;21;  11;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1717;1749;32
      12   2  1;MZ8;    12;     2;  1;  12;  808612; 9;2022;1473;44813; 6;1999;1194;23; 2;1;1; 9;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 21;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  7;0;    1;     ;1138;1224;46
      12  10  1;MZ8;    12;    10;  1;  12;  808612; 9;2022;1473;44813; 2;1972; 866;50; 8;1;1; 9;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 47;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  7;0;    1;     ;1253;1337;44
      12  18  3;MZ8;    12;    18;  3;  12;  808612; 9;2022;1473;44813;12;1983;1008;38; 5;1;1; 9;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  7;0;    1;     ;1447;1529;42
      12  18 13;MZ8;    12;    18; 13;  12;  808612; 9;2022;1473;44813; 4;1990;1084;32; 4;1;1; 9;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 4 30;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  7;0;    1;     ;1359;1433;34
      12  26  4;MZ8;    12;    26;  4;  12;  808612; 9;2022;1473;44811; 9;2001;1221;21; 2;1;1; 7;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2; 96;0;    1;     ;1116;1142;26
      12  26  5;MZ8;    12;    26;  5;  12;  808612; 9;2022;1473;44811;12;2001;1224;20; 2;1;1; 7;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2; 96;0;    1;     ;1032;1108;36
      12  26  6;MZ8;    12;    26;  6;  12;  808612; 9;2022;1473;44811; 3;2006;1275;16; 1;1;1; 7;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2; 96;0;    1;     ;1203;1220;17
      12  34  1;MZ8;    12;    34;  1;  12;  808612; 9;2022;1473;44812; 4;1994;1132;28; 3;1;1; 8;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 22;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  7;0;    1;     ; 954;1059;65
      12  42  1;MZ8;    12;    42;  1;  12;  808612; 9;2022;1473;44812; 2;1987;1046;35; 5;1;1; 8;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 0 25;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  7;0;    1;     ;1712;1748;36
      12  50  4;MZ8;    12;    50;  4;  12;       0; 9;2022;1473;44814;  ;    ;    ;  ;  ; ;2;10;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    1;     ;    ;    ;  
      12  50  6;MZ8;    12;    50;  6;  12;  808612; 9;2022;1473;44812;11;2005;1271;16; 1;1;1; 8;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  7;0;    1;     ;1131;1150;19
      12  50 12;MZ8;    12;    50; 12;  12;  808612; 9;2022;1473;44812; 3;1994;1131;28; 3;1;1; 8;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 5 22;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  7;0;    1;     ;1235;1334;59
      12  58  4;MZ8;    12;    58;  4;  12;  808612; 9;2022;1473;44811; 6;1997;1170;25; 3;1;1; 7;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 0 21;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  7;0;    1;     ;1445;1518;33
      12  58  7;MZ8;    12;    58;  7;  12;       0; 9;2022;1473;44814;  ;    ;    ;  ;  ; ;2;10;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    1;     ;    ;    ;  
      12  74  1;MZ8;    12;    74;  1;  12;  808612; 9;2022;1473;44811; 5;1990;1085;32; 4;1;1; 7;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 30;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  1;0;    1;     ;1257;1346;49
      12  82  2;MZ8;    12;    82;  2;  12;  808612; 9;2022;1473;44813; 8;1975; 908;47; 7;1;1; 9;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 1 37;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  7;0;    1;     ; 950;1031;41
      12  82  3;MZ8;    12;    82;  3;  12;  808612; 9;2022;1473;44813; 8;2002;1232;20; 2;1;1; 9;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  7;0;    1;     ;1902;1920;18
      12  82  4;MZ8;    12;    82;  4;  12;       0; 9;2022;1473;44814;  ;    ;    ;  ;  ; ;2;10;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    1;     ;    ;    ;  
      12  90  1;MZ8;    12;    90;  1;  12;       0; 9;2022;1473;44814;  ;    ;    ;  ;  ; ;2;10;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    1;     ;    ;    ;  
      12  97  3;MZ8;    12;    97;  3;  12;  808612; 9;2022;1473;44814; 6;2001;1218;21; 2;1;1;10;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  7;0;    1;     ;1808;1823;15
      12  97  4;MZ8;    12;    97;  4;  12;  808612; 9;2022;1473;44812; 7;2003;1243;19; 1;1;1; 8;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  7;0;    1;     ;1815;1841;26
      12  97  7;MZ8;    12;    97;  7;  12;  808612; 9;2022;1473;44814; 3;1989;1071;33; 4;1;1;10;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  7;0;    1;     ; 650; 724;34
      12  97  8;MZ8;    12;    97;  8;  12;  808612; 9;2022;1473;44814; 8;1991;1100;31; 4;1;1;10;  12;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;15 28;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  7;0;    1;     ; 755; 834;39
      13  20  1;MZ8;    13;    20;  1;  13;  695832;11;2022;1475;44894; 1;1996;1153;26; 3;1;1;29;  13;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 22;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1340;1410;30
      13  20  4;MZ8;    13;    20;  4;  13;  695832;11;2022;1475;44894;10;1999;1198;23; 2;1;1;29;  13;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 5 19;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1416;1453;37
      13  20  7;MZ8;    13;    20;  7;  13;  695832;11;2022;1475;44894; 3;2005;1263;17; 1;1;1;29;  13;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    1;     ;1500;1527;27
      13  27  1;MZ8;    13;    27;  1;  13;  695832;11;2022;1475;44895;11;1988;1067;34; 4;1;1;30;  13;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 0 28;     ;     ;     ;     ;     ;     ;     ;1;  2; 11; 11;0;    1;     ;1117;1137;20
      13  34  1;MZ8;    13;    34;  1;  13;  695832;11;2022;1475;44894; 2;1974; 890;48; 7;1;1;29;  13;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 0 40; 2 36;     ;     ;     ;     ;     ;     ;2;  2; 11; 11;0;    1;     ;1026;1104;38
      13  55  1;MZ8;    13;    55;  1;  13;  695832;11;2022;1475;44893; 9;1997;1173;25; 3;1;1;28;  13;   1;   1; 1;1; ;2;  104;   ;  100;     ;   ; 0 19;     ;     ;     ;     ;     ;     ;     ;1;  2; 11; 11;0;    1;     ;1603;1614;96
      13  63  1;MZ8;    13;    63;  1;  13;  695832;11;2022;1475;44895; 8;1987;1052;35; 5;1;1;30;  13;   1;   1; 1;1; ;3;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    1;     ;1511;1519;96
      13  63  2;MZ8;    13;    63;  2;  13;  695832;11;2022;1475;44895;10;2003;1246;19; 1;1;1;30;  13;   1;   1; 1;1; ;2;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    1;     ;1736;1755;96
      13  70  1;MZ8;    13;    70;  1;  13;  695832;11;2022;1475;44893; 9;1995;1149;27; 3;1;1;28;  13;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 0 26; 2 26;     ;     ;     ;     ;     ;     ;2;  2; 11; 11;0;    1;     ;1102;1140;38
      13  84  1;MZ8;    13;    84;  1;  13;  695832;11;2022;1475;44894; 3;1993;1119;29; 3;1;1;29;  13;   1;   1; 1;1; ;2;  104;   ;  100;     ;   ; 2 24;     ;     ;     ;     ;     ;     ;     ;1;  2; 11; 11;0;    1;     ; 929; 957;96
      13  91  3;MZ8;    13;    91;  3;  13;  695832;11;2022;1475;44895; 4;2004;1252;18; 1;1;1;30;  13;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2; 11; 11;0;    1;     ;1200;1214;14
      13  91  4;MZ8;    13;    91;  4;  13;  695832;11;2022;1475;44893; 4;2006;1276;16; 1;1;1;28;  13;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2; 11; 11;0;    1;     ;1644;1701;17
      14   7  3;MZ8;    14;     7;  3;  14;  721456; 1;2023;1477;44936;12;2006;1284;16; 1;1;1;10;  14;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    1;     ; 656; 718;22
      14  16  1;MZ8;    14;    16;  1;  14;  721456; 1;2023;1477;44935; 5;1988;1061;34; 4;1;1; 9;  14;   1;   1; 1;1; ;2;  104;   ;  100;     ;   ; 2 31;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1354;1421;96
      14  24  1;MZ8;    14;    24;  1;  14;  721456; 1;2023;1477;44935; 3;1984;1011;38; 5;1;1; 9;  14;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 28;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1723;1749;26
      14  42  1;MZ8;    14;    42;  1;  14;       0; 1;2023;1477;44938;  ;    ;    ;  ;  ; ;2;12;  14;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    1;     ;    ;    ;  
      14  77  1;MZ8;    14;    77;  1;  14;  721456; 1;2023;1477;44936; 3;1996;1155;26; 3;1;1;10;  14;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 22;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1909;1932;23
      14  86  1;MZ8;    14;    86;  1;  14;  721456; 1;2023;1477;44936; 6;1978; 942;44; 6;1;1;10;  14;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 31;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    1;     ;1710;1732;22
      14  86  3;MZ8;    14;    86;  3;  14;  721456; 1;2023;1477;44937; 7;2006;1279;16; 1;1;1;11;  14;   1;   1; 1;1; ;2;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    1;     ; 702; 717;96
      14  94  1;MZ8;    14;    94;  1;  14;  721456; 1;2023;1477;44937; 9;1988;1065;34; 4;1;1;11;  14;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1737;1806;29
      14 103  1;MZ8;    14;   103;  1;  14;  721456; 1;2023;1477;44937; 9;1989;1077;33; 4;1;1;11;  14;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 25;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ; 607; 636;29
      14 112  1;MZ8;    14;   112;  1;  14;  721456; 1;2023;1477;44946; 6;1986;1038;36; 5;1;1;20;  14;   1;   1; 1;1; ;3;  104;   ;  100;     ;   ; 2 29;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    1;     ;1420; 556;96
      14 112  3;MZ8;    14;   112;  3;  14;  721456; 1;2023;1477;44937;10;2006;1282;16; 1;1;1;11;  14;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    1;     ;1944;2001;17
      15  10  1;MZ8;    15;    10;  1;  15; 1027757;10;2022;1474;44841; 6;1992;1110;30; 4;1;1; 7;  15;   1;   1; 1;1; ;2;  104;   ;  100;     ;   ; 2 28;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ;1042;1117;96
      15  28  1;MZ8;    15;    28;  1;  15; 1027757;10;2022;1474;44843; 1;1982; 985;40; 6;1;1; 9;  15;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 2 28;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ; 815; 856;41
      15  46  1;MZ8;    15;    46;  1;  15; 1027757;10;2022;1474;44842; 8;1982; 992;40; 6;1;1; 8;  15;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    1;     ;1432;1455;23
      15  46  2;MZ8;    15;    46;  2;  15; 1027757;10;2022;1474;44842; 6;2005;1266;17; 1;1;1; 8;  15;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    1;     ;1405;1423;18
      15  55  2;MZ8;    15;    55;  2;  15; 1027757;10;2022;1474;44843; 4;2000;1204;22; 2;1;1; 9;  15;   1;   1; 1;1; ;1;  104;   ;  100;     ;   ; 1 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    1;     ; 705; 745;40
